response_id,customer_id,survey_date,overall_satisfaction,product_quality,customer_service,value_for_money,would_recommend,nps_score,comments
394,11774,2024-04-09,Neutral,3,3,1,No,3.0,Good
395,10183,2024-06-04,Very Dissatisfied,4,4,5,Yes,0.0,Could be better
396,11042,2024-03-17,Dissatisfied,3,5,3,No,5.0,
397,11915,2024-01-18,Very Dissatisfied,2,2,2,Yes,9.0,Good
398,11401,2024-02-10,Very Satisfied,4,2,1,No,7.0,
399,11883,2024-03-01,Very Dissatisfied,4,1,2,No,4.0,
400,10156,2024-06-14,Neutral,2,3,3,No,10.0,
401,11855,2024-06-18,Very Satisfied,5,5,2,Yes,3.0,Great!
402,10683,2024-04-04,Satisfied,3,3,3,Yes,6.0,Average
403,10658,2024-02-21,Very Dissatisfied,2,4,2,Yes,9.0,
404,11472,2024-02-06,Very Satisfied,2,2,3,No,4.0,Great!
405,11160,2024-05-11,Dissatisfied,3,4,5,Yes,1.0,
406,10151,2024-01-09,Dissatisfied,4,2,2,No,9.0,Great!
407,10547,2024-02-25,Very Satisfied,2,4,4,No,10.0,Great!
408,11549,2024-06-17,Neutral,3,5,4,Yes,5.0,Average
409,10326,2024-05-05,Dissatisfied,3,4,2,Yes,0.0,Great!
410,10325,2024-04-13,Neutral,2,3,3,Yes,1.0,Great!
411,11929,2024-05-30,Very Satisfied,4,2,3,Yes,4.0,
412,10412,2024-03-20,Satisfied,5,4,4,No,5.0,Average
413,11733,2024-02-29,Dissatisfied,1,3,1,Yes,4.0,
414,10776,2024-02-14,Very Satisfied,2,2,3,Yes,4.0,
415,10045,2024-03-28,Dissatisfied,2,1,3,Yes,1.0,Good
416,11896,2024-05-25,Dissatisfied,5,3,5,No,8.0,Great!
417,11106,2024-06-21,Dissatisfied,2,3,3,No,8.0,Could be better
418,10606,2024-05-06,Very Dissatisfied,5,1,3,Yes,5.0,
419,10823,2024-06-15,Satisfied,2,3,5,Yes,,Great!
420,11872,2024-01-31,Very Satisfied,5,5,2,Yes,2.0,
421,10824,2024-04-22,Very Satisfied,3,2,2,Yes,10.0,Great!
422,11260,2024-03-11,Satisfied,1,3,2,No,10.0,
423,11399,2024-02-13,Dissatisfied,1,3,3,No,1.0,Good
424,11651,2024-05-24,Very Dissatisfied,1,5,5,Yes,9.0,
425,11189,2024-01-17,Satisfied,4,1,1,Yes,10.0,Average
426,11996,2024-01-28,Very Dissatisfied,5,5,1,No,7.0,
427,11014,2024-03-26,Satisfied,4,3,4,Yes,10.0,Average
428,11495,2024-04-13,Very Satisfied,2,4,4,Yes,8.0,Could be better
429,10649,2024-02-24,Satisfied,3,1,2,No,2.0,
430,11518,2024-04-25,Very Satisfied,2,4,4,No,0.0,Average
431,10131,2024-06-05,Dissatisfied,1,4,2,Yes,1.0,
432,11764,2024-01-29,Satisfied,3,4,5,No,2.0,
433,11219,2024-01-09,Very Dissatisfied,2,1,5,Yes,0.0,
434,11268,2024-06-28,Satisfied,3,2,3,Yes,0.0,Average
435,11462,2024-03-31,Very Dissatisfied,3,5,1,Yes,2.0,
436,11274,2024-01-04,Very Dissatisfied,5,3,1,No,5.0,Could be better
437,11378,2024-02-11,Very Dissatisfied,5,2,5,Yes,10.0,
438,11960,2024-03-17,Neutral,2,4,2,Yes,1.0,Good
439,10639,2024-02-24,Dissatisfied,4,1,5,Yes,0.0,Average
440,10263,2024-01-25,Very Satisfied,1,2,1,No,0.0,Average
441,10154,2024-05-15,Dissatisfied,5,2,5,No,3.0,
442,10471,2024-03-29,Very Dissatisfied,1,4,3,No,9.0,Good
443,10918,2024-05-01,Very Satisfied,2,2,3,Yes,3.0,Average
444,10890,2024-06-06,Very Dissatisfied,2,4,3,No,5.0,
445,11824,2024-02-23,Dissatisfied,5,3,1,Yes,2.0,Great!
446,11642,2024-03-07,Satisfied,2,4,4,No,5.0,Could be better
447,10364,2024-06-08,Dissatisfied,5,5,3,Yes,4.0,
448,10795,2024-06-04,Satisfied,1,4,5,No,10.0,
449,10950,2024-01-19,Very Dissatisfied,3,2,5,No,3.0,Average
450,10263,2024-04-06,Satisfied,5,2,2,No,10.0,
451,11708,2024-02-08,Neutral,4,5,5,Yes,4.0,Could be better
452,11354,2024-03-25,Dissatisfied,1,2,1,Yes,5.0,Could be better
453,10733,2024-01-05,Neutral,3,1,3,Yes,4.0,Average
454,10860,2024-02-04,Neutral,1,3,3,Yes,3.0,Could be better
455,11520,2024-04-20,Dissatisfied,5,5,2,Yes,9.0,Great!
456,10756,2024-02-24,Dissatisfied,2,4,2,No,6.0,Could be better
457,11729,2024-04-28,Very Dissatisfied,4,1,4,No,4.0,
458,11932,2024-06-10,Satisfied,3,4,1,Yes,2.0,Good
459,11192,2024-03-10,Neutral,5,1,2,Yes,5.0,
460,10052,2024-05-03,Very Satisfied,1,5,5,Yes,5.0,
461,11862,2024-02-03,Satisfied,3,3,3,Yes,,Great!
462,10100,2024-05-29,Dissatisfied,3,1,4,No,4.0,Could be better
463,10789,2024-01-30,Very Dissatisfied,5,3,4,No,7.0,
464,11604,2024-05-02,Dissatisfied,4,1,2,Yes,7.0,Could be better
465,10689,2024-02-27,Dissatisfied,5,4,4,No,8.0,Good
466,11015,2024-01-26,Dissatisfied,5,3,3,No,1.0,
467,10317,2024-01-22,Satisfied,5,2,3,No,,Could be better
468,11530,2024-01-17,Dissatisfied,5,2,4,Yes,,Could be better
469,10507,2024-03-19,Satisfied,5,4,4,Yes,7.0,
470,10683,2024-04-06,Dissatisfied,4,1,3,No,10.0,Could be better
471,10517,2024-02-17,Very Satisfied,2,2,4,Yes,4.0,Average
472,11704,2024-01-23,Satisfied,2,5,3,No,5.0,Average
473,10295,2024-01-05,Dissatisfied,4,1,3,No,1.0,Could be better
474,10735,2024-03-25,Satisfied,1,4,4,Yes,9.0,Great!
475,10689,2024-01-21,Neutral,5,3,3,No,10.0,
476,11820,2024-05-21,Very Satisfied,1,4,3,No,9.0,Could be better
477,10038,2024-03-06,Very Dissatisfied,1,3,1,No,10.0,
478,11720,2024-02-20,Very Dissatisfied,4,2,5,Yes,6.0,
479,10547,2024-05-29,Very Satisfied,3,4,3,Yes,4.0,Great!
480,11022,2024-05-25,Dissatisfied,1,3,4,Yes,7.0,
481,11140,2024-03-30,Very Dissatisfied,1,2,3,Yes,6.0,Good
482,10316,2024-01-16,Very Dissatisfied,3,4,2,No,6.0,Could be better
483,10452,2024-01-15,Dissatisfied,3,4,2,Yes,5.0,Average
484,11232,2024-02-19,Very Satisfied,1,2,5,Yes,4.0,Good
485,11376,2024-04-06,Very Dissatisfied,5,5,1,No,6.0,Average
486,11219,2024-03-26,Dissatisfied,1,3,3,Yes,6.0,Great!
487,11035,2024-01-16,Very Satisfied,2,3,1,Yes,2.0,
488,10124,2024-06-06,Very Satisfied,2,4,4,No,10.0,Average
489,11107,2024-01-17,Very Satisfied,4,3,5,No,1.0,Great!
490,10905,2024-01-23,Satisfied,4,3,1,No,0.0,Good
491,11380,2024-05-09,Very Dissatisfied,3,3,5,No,6.0,Great!
492,11311,2024-05-27,Dissatisfied,3,5,5,No,9.0,Could be better
493,11314,2024-06-25,Very Dissatisfied,3,2,1,No,,Good
494,10623,2024-04-26,Very Satisfied,1,3,1,No,8.0,Great!
495,10762,2024-06-11,Neutral,5,4,5,No,7.0,Good
496,11113,2024-03-03,Very Satisfied,1,2,2,Yes,10.0,Great!
497,10593,2024-03-19,Very Dissatisfied,2,2,1,Yes,8.0,Could be better
498,10171,2024-01-03,Neutral,4,1,1,No,6.0,Average
499,11803,2024-01-03,Satisfied,1,1,1,Yes,6.0,
500,11742,2024-01-25,Very Dissatisfied,2,5,5,Yes,8.0,
501,10310,2024-06-24,Neutral,2,1,5,Yes,0.0,
502,11608,2024-03-26,Satisfied,2,1,3,No,9.0,Good
503,11623,2024-03-11,Satisfied,4,5,3,No,9.0,Good
504,10883,2024-04-08,Dissatisfied,4,3,4,Yes,9.0,
505,10712,2024-02-18,Very Dissatisfied,5,5,3,Yes,3.0,
506,10632,2024-03-04,Neutral,1,2,5,No,8.0,
507,10819,2024-06-09,Dissatisfied,1,2,5,No,5.0,Great!
508,11890,2024-06-03,Very Satisfied,1,1,5,No,5.0,Great!
509,10289,2024-05-02,Very Satisfied,4,2,4,No,5.0,Could be better
510,11888,2024-04-03,Satisfied,3,5,5,Yes,6.0,
511,10118,2024-04-02,Very Satisfied,4,1,3,Yes,10.0,Could be better
512,11853,2024-05-01,Very Satisfied,2,5,4,No,8.0,Great!
513,10033,2024-03-09,Satisfied,1,5,2,Yes,1.0,Could be better
514,10378,2024-05-17,Neutral,4,3,2,No,6.0,Great!
515,11127,2024-01-12,Neutral,1,4,4,No,0.0,Could be better
516,10059,2024-04-28,Dissatisfied,3,1,3,Yes,3.0,Average
517,11352,2024-02-08,Neutral,3,3,2,Yes,2.0,Average
518,10732,2024-03-24,Very Dissatisfied,4,2,3,No,4.0,Could be better
519,10510,2024-05-12,Very Satisfied,1,4,3,No,8.0,
520,10178,2024-05-16,Neutral,1,1,4,Yes,3.0,
521,11952,2024-04-13,Satisfied,5,3,4,Yes,2.0,
522,10839,2024-06-12,Very Satisfied,2,1,2,No,9.0,Great!
523,10222,2024-03-13,Very Dissatisfied,2,3,3,Yes,1.0,
524,10522,2024-03-19,Very Satisfied,1,5,2,No,3.0,Average
525,10329,2024-04-02,Very Dissatisfied,5,3,5,Yes,2.0,Could be better
526,11004,2024-04-14,Dissatisfied,1,2,2,No,1.0,
527,10993,2024-05-25,Dissatisfied,1,3,3,No,6.0,Could be better
528,10571,2024-02-08,Dissatisfied,1,4,3,No,,Good
529,10468,2024-02-04,Very Dissatisfied,2,4,2,No,0.0,Good
530,11313,2024-03-18,Neutral,2,2,3,No,0.0,Great!
531,11026,2024-01-12,Neutral,4,2,5,No,4.0,Average
532,10109,2024-06-18,Neutral,3,3,2,No,1.0,Could be better
533,11342,2024-02-11,Dissatisfied,1,4,2,No,0.0,
534,10705,2024-05-24,Very Satisfied,5,5,3,No,7.0,Could be better
535,11012,2024-04-18,Very Satisfied,3,4,3,Yes,1.0,
536,11333,2024-04-07,Very Dissatisfied,4,2,5,No,5.0,Great!
537,11268,2024-04-20,Neutral,3,5,2,No,9.0,Great!
538,10714,2024-05-22,Very Satisfied,4,3,1,No,5.0,
539,11298,2024-03-21,Dissatisfied,1,4,5,No,9.0,Could be better
540,10967,2024-05-30,Neutral,4,4,5,No,7.0,Could be better
541,11113,2024-05-30,Satisfied,4,3,1,Yes,4.0,Great!
542,10289,2024-02-22,Dissatisfied,1,1,3,No,6.0,Good
543,11178,2024-06-18,Very Dissatisfied,4,1,4,Yes,0.0,Could be better
544,10703,2024-05-08,Neutral,4,5,4,No,6.0,Good
545,10937,2024-01-24,Satisfied,5,4,5,No,8.0,Average
546,11594,2024-03-20,Dissatisfied,4,1,4,No,0.0,Average
547,10112,2024-05-16,Neutral,2,2,5,Yes,0.0,
548,10239,2024-01-16,Dissatisfied,5,3,1,Yes,4.0,Great!
549,11602,2024-04-12,Neutral,2,5,5,No,9.0,
550,10738,2024-06-26,Very Satisfied,1,5,2,Yes,3.0,Average
551,11593,2024-02-07,Dissatisfied,4,1,4,Yes,10.0,Average
552,10103,2024-03-21,Satisfied,5,4,1,No,10.0,Could be better
553,11148,2024-01-25,Very Dissatisfied,4,3,1,Yes,2.0,
554,11989,2024-05-28,Very Satisfied,2,4,5,Yes,3.0,Average
555,11970,2024-06-19,Dissatisfied,4,3,2,Yes,3.0,Average
556,10697,2024-01-29,Very Satisfied,2,3,1,No,1.0,Average
557,10339,2024-02-22,Dissatisfied,3,4,3,Yes,10.0,Good
558,10581,2024-04-23,Satisfied,2,1,3,No,,Good
559,11353,2024-03-22,Dissatisfied,1,3,3,No,9.0,Could be better
560,10366,2024-06-02,Satisfied,2,3,5,No,0.0,Could be better
561,11472,2024-02-17,Neutral,3,5,1,Yes,8.0,Good
562,11296,2024-01-01,Neutral,5,1,1,No,1.0,Could be better
563,11618,2024-06-26,Dissatisfied,4,5,3,Yes,6.0,Great!
564,10452,2024-05-11,Dissatisfied,5,2,1,Yes,2.0,Average
565,10853,2024-06-21,Dissatisfied,4,1,4,No,7.0,Good
566,10971,2024-01-09,Neutral,2,4,2,No,2.0,
567,11222,2024-03-03,Satisfied,2,5,4,Yes,9.0,Great!
568,11092,2024-05-19,Very Dissatisfied,4,2,4,No,8.0,Could be better
569,10449,2024-01-10,Neutral,3,2,4,Yes,4.0,
570,10531,2024-01-02,Dissatisfied,2,5,3,No,5.0,Could be better
571,10522,2024-01-26,Satisfied,1,5,5,No,10.0,
572,11483,2024-06-28,Very Dissatisfied,4,3,1,No,1.0,Great!
573,11845,2024-02-19,Very Dissatisfied,1,5,4,No,1.0,
574,10272,2024-03-12,Very Dissatisfied,2,3,1,No,5.0,Good
575,10372,2024-05-26,Satisfied,3,2,1,Yes,9.0,Could be better
576,10158,2024-05-10,Neutral,2,3,4,No,4.0,Great!
577,10416,2024-04-09,Very Dissatisfied,5,4,4,No,9.0,
578,10671,2024-02-29,Satisfied,2,4,2,Yes,0.0,
579,11218,2024-04-09,Neutral,1,5,3,No,8.0,Average
580,10129,2024-06-22,Very Dissatisfied,1,3,3,Yes,5.0,
581,10198,2024-02-15,Dissatisfied,2,2,4,Yes,3.0,Average
582,11089,2024-01-06,Dissatisfied,1,2,5,Yes,4.0,Average
583,11080,2024-01-07,Very Dissatisfied,4,4,1,No,6.0,Could be better
584,10583,2024-01-16,Satisfied,2,2,3,Yes,5.0,
585,11413,2024-05-01,Neutral,2,4,5,No,0.0,Average
586,10377,2024-02-23,Very Dissatisfied,1,2,5,Yes,1.0,Good
587,11496,2024-01-14,Satisfied,3,2,2,Yes,8.0,
588,11122,2024-04-16,Very Satisfied,5,4,5,Yes,10.0,Great!
589,10225,2024-03-09,Dissatisfied,3,5,2,No,4.0,
590,11941,2024-05-07,Neutral,5,2,3,No,7.0,Great!
591,10984,2024-05-18,Very Dissatisfied,1,1,3,Yes,2.0,Good
592,10108,2024-05-16,Neutral,3,1,5,No,6.0,Could be better
593,10805,2024-01-29,Satisfied,1,5,4,Yes,1.0,
594,11398,2024-04-25,Satisfied,3,2,5,Yes,2.0,
595,10904,2024-02-16,Very Satisfied,3,2,4,Yes,8.0,Could be better
596,11919,2024-04-03,Dissatisfied,1,5,4,Yes,5.0,
597,10409,2024-01-23,Neutral,2,1,2,Yes,8.0,Good
598,11829,2024-01-26,Neutral,2,3,2,No,7.0,Good
599,11201,2024-02-05,Neutral,1,5,2,Yes,0.0,Great!
600,10331,2024-01-22,Very Dissatisfied,1,5,1,Yes,3.0,Good
601,11043,2024-01-12,Very Satisfied,5,3,3,Yes,0.0,
602,11974,2024-02-08,Dissatisfied,2,5,3,No,3.0,Average
603,11651,2024-05-13,Very Satisfied,4,2,4,Yes,5.0,Good
604,10454,2024-04-20,Very Dissatisfied,4,5,3,Yes,9.0,
605,11969,2024-05-30,Neutral,2,2,5,No,,
606,10717,2024-05-15,Neutral,5,2,5,No,3.0,Average
607,10908,2024-02-05,Dissatisfied,1,1,5,No,10.0,Average
608,10382,2024-04-01,Neutral,5,3,5,No,10.0,
609,11969,2024-05-10,Very Satisfied,3,1,1,No,8.0,Great!
610,10408,2024-01-09,Very Dissatisfied,1,2,1,Yes,5.0,
611,10683,2024-06-24,Very Satisfied,5,4,4,No,8.0,Good
612,10575,2024-05-20,Very Satisfied,5,5,3,Yes,1.0,Could be better
613,10692,2024-06-08,Dissatisfied,5,4,1,No,3.0,Average
614,11743,2024-05-19,Very Satisfied,3,3,5,No,0.0,Good
615,10527,2024-02-14,Satisfied,1,3,1,Yes,4.0,
616,10729,2024-01-15,Very Satisfied,5,3,4,Yes,5.0,Good
617,11855,2024-04-07,Neutral,2,1,3,No,1.0,Average
618,11610,2024-03-13,Neutral,1,2,3,No,8.0,
619,11031,2024-01-17,Satisfied,3,1,3,Yes,1.0,Could be better
620,11714,2024-03-18,Very Dissatisfied,3,3,2,No,0.0,Could be better
621,11251,2024-02-22,Satisfied,5,3,4,Yes,3.0,
622,10714,2024-02-07,Neutral,1,2,4,No,0.0,
623,11978,2024-02-19,Satisfied,2,3,3,No,4.0,Great!
624,10087,2024-04-09,Dissatisfied,4,4,3,No,3.0,Great!
625,10969,2024-06-22,Satisfied,5,3,2,No,0.0,
626,11788,2024-06-11,Neutral,5,2,1,Yes,1.0,Good
627,10136,2024-01-07,Neutral,4,4,5,Yes,9.0,
628,10485,2024-01-08,Satisfied,5,4,5,No,3.0,Average
629,11387,2024-01-24,Very Dissatisfied,4,4,3,No,1.0,
630,10932,2024-03-04,Neutral,4,5,1,Yes,1.0,
631,10054,2024-01-06,Very Dissatisfied,3,4,5,Yes,2.0,Average
632,10433,2024-03-07,Very Dissatisfied,5,3,2,Yes,9.0,
633,11018,2024-05-22,Very Satisfied,1,5,1,Yes,3.0,Could be better
634,10319,2024-03-17,Very Dissatisfied,1,1,1,No,7.0,Good
635,11180,2024-05-02,Very Dissatisfied,2,3,1,Yes,5.0,Could be better
636,10475,2024-05-31,Dissatisfied,1,2,5,No,6.0,Great!
637,10884,2024-05-06,Neutral,1,2,2,Yes,1.0,Great!
638,11016,2024-01-24,Neutral,3,5,1,Yes,8.0,Average
639,10059,2024-04-18,Very Satisfied,3,2,5,No,4.0,Average
640,11112,2024-04-18,Very Satisfied,3,1,1,Yes,1.0,
641,10102,2024-04-24,Very Dissatisfied,5,1,4,Yes,1.0,
642,11036,2024-04-09,Very Dissatisfied,1,5,4,No,0.0,Average
643,10559,2024-05-25,Very Dissatisfied,4,1,3,Yes,0.0,Could be better
644,10172,2024-02-20,Satisfied,5,2,1,No,4.0,Good
645,11891,2024-02-29,Satisfied,1,4,5,Yes,2.0,Good
646,11415,2024-04-26,Very Dissatisfied,1,4,4,No,1.0,Average
647,11270,2024-04-07,Neutral,3,4,1,Yes,0.0,
648,10115,2024-01-27,Very Dissatisfied,3,3,2,No,9.0,Good
649,10465,2024-04-08,Dissatisfied,3,2,1,No,0.0,Average
650,10465,2024-01-04,Very Satisfied,3,1,1,Yes,3.0,Could be better
651,10082,2024-05-08,Satisfied,5,2,1,Yes,10.0,Could be better
652,10334,2024-06-01,Very Satisfied,3,1,5,Yes,1.0,Average
653,10412,2024-06-03,Very Satisfied,3,3,1,Yes,7.0,Good
654,11628,2024-04-04,Dissatisfied,2,2,5,Yes,1.0,
655,10352,2024-04-26,Satisfied,2,3,3,No,9.0,Could be better
656,11238,2024-05-08,Dissatisfied,5,5,2,No,,Great!
657,11108,2024-06-21,Very Dissatisfied,4,4,5,No,4.0,Average
658,11895,2024-01-13,Very Dissatisfied,3,1,1,No,4.0,Good
659,11417,2024-04-08,Very Satisfied,3,4,1,No,8.0,Could be better
660,10189,2024-05-04,Very Dissatisfied,3,3,1,Yes,8.0,
661,10880,2024-03-03,Satisfied,1,3,2,Yes,,
662,11209,2024-04-22,Satisfied,4,1,4,No,7.0,
663,10274,2024-03-07,Very Satisfied,1,3,4,Yes,2.0,
664,11499,2024-05-29,Satisfied,5,4,5,Yes,7.0,Good
665,10705,2024-05-26,Very Satisfied,5,1,4,No,3.0,Average
666,10258,2024-01-26,Very Satisfied,4,1,3,Yes,6.0,Good
667,11605,2024-05-16,Satisfied,5,5,2,No,1.0,
668,11676,2024-04-18,Very Satisfied,5,3,4,Yes,0.0,Good
669,10730,2024-06-09,Neutral,5,2,3,Yes,0.0,
670,10883,2024-05-15,Very Dissatisfied,2,3,4,Yes,5.0,Great!
671,10151,2024-04-13,Satisfied,1,5,1,Yes,7.0,Average
672,11188,2024-06-18,Satisfied,2,3,4,Yes,8.0,Average
673,11532,2024-01-03,Very Dissatisfied,4,3,2,No,6.0,Good
674,10170,2024-06-11,Very Satisfied,5,3,4,Yes,6.0,Could be better
675,11107,2024-01-07,Very Dissatisfied,2,3,3,No,5.0,Could be better
676,11615,2024-04-27,Satisfied,4,3,5,Yes,3.0,
677,11383,2024-05-25,Very Satisfied,3,2,4,Yes,2.0,
678,11696,2024-02-03,Very Satisfied,1,3,3,No,10.0,Great!
679,10974,2024-04-27,Neutral,2,2,3,Yes,3.0,
680,11831,2024-03-09,Very Dissatisfied,3,2,2,No,7.0,Average
681,11594,2024-01-22,Very Satisfied,3,2,3,Yes,0.0,
682,11939,2024-01-14,Neutral,1,2,3,Yes,6.0,Average
683,10284,2024-06-24,Neutral,1,1,4,No,5.0,Great!
684,11583,2024-02-21,Very Satisfied,1,2,3,No,5.0,
685,10013,2024-02-11,Dissatisfied,4,2,3,No,2.0,Average
686,11948,2024-02-26,Dissatisfied,1,3,5,Yes,6.0,Average
687,10920,2024-02-12,Satisfied,1,4,4,No,7.0,
688,11230,2024-05-15,Very Satisfied,2,4,4,Yes,0.0,Great!
689,11117,2024-05-04,Very Satisfied,1,1,5,Yes,5.0,Could be better
690,11471,2024-01-27,Neutral,3,5,2,Yes,9.0,Average
691,10623,2024-01-13,Very Dissatisfied,4,5,2,No,9.0,
692,10940,2024-03-05,Very Dissatisfied,2,1,4,Yes,8.0,
693,10124,2024-04-05,Very Dissatisfied,4,4,5,Yes,9.0,Great!
694,11038,2024-03-18,Satisfied,1,2,4,Yes,7.0,Average
695,11276,2024-02-27,Very Satisfied,1,4,5,No,8.0,Could be better
696,11252,2024-02-11,Neutral,3,2,3,No,0.0,Great!
697,11209,2024-06-26,Very Satisfied,1,4,4,No,1.0,Great!
698,10740,2024-01-17,Satisfied,1,5,1,Yes,1.0,
699,10338,2024-04-13,Dissatisfied,2,2,4,Yes,2.0,
700,10865,2024-01-23,Neutral,1,2,1,No,4.0,Average
701,11071,2024-03-15,Satisfied,4,3,5,Yes,9.0,Good
702,10257,2024-06-24,Satisfied,4,2,3,No,6.0,
703,11279,2024-03-24,Very Satisfied,2,3,4,No,3.0,Great!
704,10816,2024-05-29,Satisfied,3,5,2,No,5.0,Could be better
705,11680,2024-03-21,Very Dissatisfied,1,1,2,Yes,1.0,Good
706,10367,2024-04-24,Dissatisfied,5,2,3,No,9.0,Good
707,10855,2024-06-12,Neutral,2,5,5,No,5.0,Could be better
708,10747,2024-05-06,Dissatisfied,1,1,3,Yes,9.0,Could be better
709,11020,2024-06-17,Neutral,1,2,3,No,9.0,Great!
710,11260,2024-02-20,Satisfied,3,3,3,No,7.0,
711,10228,2024-06-06,Satisfied,2,3,2,Yes,8.0,Could be better
712,10602,2024-05-08,Dissatisfied,1,4,4,Yes,9.0,Good
713,11312,2024-06-05,Very Dissatisfied,2,2,3,Yes,6.0,
714,10314,2024-02-24,Dissatisfied,4,3,5,Yes,3.0,Average
715,11876,2024-01-27,Satisfied,2,1,5,No,9.0,Could be better
716,11586,2024-02-02,Very Satisfied,3,3,3,No,6.0,
717,11667,2024-01-29,Very Satisfied,5,5,2,No,10.0,Average
718,11917,2024-03-01,Very Satisfied,1,3,4,No,0.0,
719,11690,2024-06-21,Satisfied,2,1,5,Yes,0.0,Great!
720,10817,2024-04-14,Very Dissatisfied,2,5,2,No,5.0,Could be better
721,11825,2024-01-18,Dissatisfied,5,2,5,Yes,0.0,Good
722,10808,2024-06-11,Very Dissatisfied,4,3,4,No,7.0,
723,10565,2024-01-07,Dissatisfied,5,1,1,Yes,3.0,Average
724,11679,2024-01-21,Very Dissatisfied,5,5,3,Yes,4.0,Good
725,11202,2024-05-24,Very Satisfied,4,1,2,Yes,7.0,
726,10541,2024-03-13,Neutral,3,1,2,No,6.0,Average
727,10559,2024-01-23,Neutral,3,1,4,Yes,0.0,
728,10000,2024-06-11,Neutral,4,4,1,No,6.0,
729,10736,2024-01-14,Very Dissatisfied,5,4,4,No,5.0,
730,10846,2024-06-20,Satisfied,4,2,5,Yes,5.0,
731,10918,2024-03-17,Very Satisfied,4,3,4,Yes,3.0,Great!
732,10628,2024-03-26,Dissatisfied,2,4,1,Yes,4.0,Great!
733,11271,2024-01-18,Neutral,3,4,1,No,2.0,Average
734,11646,2024-04-28,Very Dissatisfied,5,1,5,Yes,1.0,Good
735,10400,2024-01-09,Very Satisfied,1,1,1,Yes,4.0,
736,11210,2024-04-01,Very Dissatisfied,1,3,1,No,6.0,Could be better
737,11330,2024-04-10,Neutral,1,4,1,Yes,5.0,Good
738,10702,2024-06-12,Very Dissatisfied,4,3,5,Yes,6.0,
739,11333,2024-03-27,Neutral,2,5,5,Yes,0.0,
740,10864,2024-01-02,Neutral,4,3,1,Yes,2.0,Average
741,11532,2024-02-19,Very Dissatisfied,2,5,1,Yes,3.0,Could be better
742,11794,2024-01-19,Neutral,3,2,4,No,1.0,
743,10864,2024-04-23,Very Satisfied,1,5,2,No,10.0,
744,10497,2024-05-27,Neutral,2,1,5,No,4.0,Good
745,10950,2024-06-01,Very Dissatisfied,5,2,1,Yes,0.0,Good
746,11793,2024-01-16,Very Dissatisfied,1,1,4,No,2.0,Could be better
747,11198,2024-02-11,Very Satisfied,2,2,2,No,6.0,Average
748,10969,2024-03-17,Dissatisfied,2,2,3,Yes,0.0,Could be better
749,11404,2024-06-16,Very Dissatisfied,2,4,5,Yes,7.0,Could be better
750,11432,2024-05-23,Dissatisfied,1,4,5,No,4.0,
751,10837,2024-05-24,Neutral,1,4,3,No,7.0,
752,10295,2024-01-22,Very Satisfied,4,3,1,Yes,7.0,
753,10048,2024-01-29,Satisfied,1,1,3,No,0.0,Average
754,11895,2024-03-05,Satisfied,1,2,3,Yes,6.0,Great!
755,10315,2024-06-24,Dissatisfied,3,1,2,Yes,0.0,Great!
756,11539,2024-03-20,Very Satisfied,1,3,4,Yes,10.0,
757,11271,2024-02-11,Dissatisfied,1,5,3,No,3.0,Great!
758,11554,2024-05-22,Neutral,2,1,3,No,10.0,Good
759,11392,2024-03-06,Satisfied,1,5,3,No,8.0,
760,11530,2024-03-14,Very Satisfied,1,4,1,No,8.0,Could be better
761,11696,2024-04-15,Very Dissatisfied,2,5,4,No,6.0,Average
762,11369,2024-06-12,Neutral,5,3,1,No,4.0,
763,11654,2024-01-22,Very Dissatisfied,2,3,4,Yes,2.0,
764,10384,2024-03-20,Very Dissatisfied,5,2,5,Yes,0.0,Could be better
765,11817,2024-04-07,Satisfied,1,2,4,No,8.0,Could be better
766,10353,2024-01-06,Dissatisfied,3,4,5,No,2.0,
767,11820,2024-01-15,Dissatisfied,3,4,2,No,1.0,
768,10811,2024-03-03,Satisfied,4,5,3,Yes,4.0,Average
769,11804,2024-02-11,Dissatisfied,4,4,5,Yes,7.0,Great!
770,10269,2024-01-17,Very Dissatisfied,4,4,3,Yes,5.0,Could be better
771,11620,2024-02-08,Neutral,2,4,5,No,3.0,Great!
772,11572,2024-03-29,Neutral,3,1,1,Yes,0.0,Good
773,10699,2024-02-10,Neutral,1,5,4,No,8.0,Could be better
774,10048,2024-05-28,Satisfied,5,3,2,Yes,9.0,
775,11301,2024-01-23,Neutral,5,4,5,Yes,3.0,Could be better
776,11047,2024-04-02,Very Dissatisfied,2,2,1,Yes,0.0,Could be better
777,11235,2024-03-14,Very Satisfied,5,1,4,No,9.0,Average
778,10835,2024-05-09,Satisfied,4,1,3,Yes,3.0,Could be better
779,11723,2024-06-28,Neutral,1,4,5,No,3.0,Great!
780,10209,2024-06-24,Satisfied,1,3,1,No,6.0,Great!
781,11451,2024-01-10,Satisfied,3,4,5,Yes,2.0,Could be better
782,10399,2024-05-07,Very Dissatisfied,3,4,5,Yes,7.0,Good
783,10034,2024-01-05,Neutral,2,3,4,Yes,7.0,Good
784,11956,2024-01-24,Very Dissatisfied,1,5,1,Yes,0.0,Good
785,11572,2024-01-23,Neutral,5,5,5,Yes,10.0,Could be better
786,10990,2024-04-16,Very Dissatisfied,2,5,3,No,7.0,Good
787,11793,2024-06-12,Satisfied,2,1,2,Yes,1.0,Good
788,10003,2024-06-13,Very Dissatisfied,3,3,2,No,8.0,Good
