session_id,timestamp,user_id,page,time_spent_seconds,device,browser,country,is_bounce,conversion
8567,2024-10-14 21:34:06,13066,/blog,473,Mobile,Firefox,Canada,False,False
8568,2024-11-19 10:10:17,10550,/home,121,Tablet,Other,Canada,False,False
8569,2024-03-06 22:00:13,12322,/products,225,Mobile,Safari,UK,False,False
8570,2024-04-25 05:05:48,14724,/register,113,Mobile,Chrome,UK,True,False
8571,2024-10-07 09:48:02,10013,/checkout,391,Tablet,Chrome,Australia,False,False
8572,2024-07-15 09:45:14,13398,/checkout,451,Tablet,Safari,Australia,False,False
8573,2024-08-25 17:06:09,11953,/about,272,Mobile,Chrome,France,False,False
8574,2024-01-25 23:57:25,12775,/home,525,Mobile,Other,Germany,True,False
8575,2024-04-01 21:53:24,11660,/blog,382,Mobile,Edge,UK,False,False
8576,2024-05-26 06:11:03,14888,/about,441,Tablet,Other,Australia,False,False
8577,2024-01-16 03:26:58,11448,/cart,50,Desktop,Chrome,Germany,False,False
8578,2024-04-28 17:25:56,13889,/blog,579,Mobile,Chrome,USA,False,False
8579,2024-12-10 17:31:05,14206,/cart,488,Mobile,Firefox,USA,False,False
8580,2024-03-16 20:05:02,13662,/about,452,Mobile,Safari,UK,True,False
8581,2024-06-23 10:21:23,10322,/products,109,Tablet,Chrome,Canada,False,True
8582,2024-04-13 23:22:21,10867,/contact,539,Mobile,Chrome,Germany,True,False
8583,2024-05-13 17:16:55,10870,/home,341,Desktop,Firefox,Australia,True,False
8584,2024-05-23 08:53:51,10216,/cart,224,Tablet,Edge,USA,False,False
8585,2024-06-23 09:26:18,10512,/blog,157,Mobile,Chrome,Germany,False,True
8586,2024-09-07 10:32:37,11963,/login,174,Desktop,Safari,Germany,False,False
8587,2024-06-02 10:20:39,11647,/cart,120,Desktop,Other,UK,False,False
8588,2024-06-18 10:34:20,10610,/products,329,Mobile,Chrome,Australia,False,False
8589,2024-10-28 16:18:20,11678,/checkout,390,Desktop,Other,Germany,True,False
8590,2024-12-23 15:49:09,14837,/login,378,Mobile,Safari,Canada,False,False
8591,2024-10-08 16:13:42,10899,/about,312,Tablet,Edge,France,False,False
8592,2024-04-06 00:51:50,12987,/blog,482,Mobile,Edge,USA,False,False
8593,2024-08-09 06:01:30,12633,/login,548,Tablet,Firefox,Australia,True,False
8594,2024-11-29 19:12:10,13016,/register,436,Tablet,Chrome,Germany,False,False
8595,2024-04-27 19:04:48,11211,/home,372,Desktop,Firefox,USA,False,False
8596,2024-01-07 22:04:47,13629,/checkout,486,Tablet,Safari,France,True,False
8597,2024-07-27 05:03:54,10794,/checkout,385,Desktop,Firefox,Canada,True,False
8598,2024-02-03 01:22:02,11898,/about,152,Desktop,Firefox,Canada,True,False
8599,2024-08-09 18:27:27,12075,/about,463,Desktop,Other,USA,False,False
8600,2024-02-20 14:14:08,10106,/home,253,Mobile,Firefox,France,True,False
8601,2024-07-11 22:25:51,14703,/login,143,Mobile,Firefox,Australia,True,False
8602,2024-05-08 18:13:47,14022,/blog,25,Tablet,Firefox,USA,True,False
8603,2024-07-15 20:53:43,13640,/register,175,Mobile,Edge,France,True,False
8604,2024-11-01 08:47:47,10635,/register,526,Desktop,Other,Australia,True,False
8605,2024-11-24 15:16:29,10762,/checkout,87,Mobile,Other,Germany,True,False
8606,2024-04-16 10:32:23,14634,/register,299,Desktop,Chrome,France,True,False
8607,2024-10-02 07:18:25,10713,/products,117,Mobile,Chrome,Germany,False,False
8608,2024-07-21 07:59:23,10122,/home,68,Tablet,Safari,UK,True,False
8609,2024-12-21 15:20:00,14667,/contact,139,Mobile,Edge,UK,True,False
8610,2024-03-02 00:14:32,11354,/contact,386,Desktop,Chrome,Australia,True,False
8611,2024-07-08 19:05:35,10071,/products,166,Desktop,Edge,Australia,True,False
8612,2024-06-20 03:42:35,11940,/login,316,Tablet,Chrome,Canada,False,False
8613,2024-05-23 06:18:26,14551,/products,584,Tablet,Edge,Germany,True,False
8614,2024-08-18 05:50:11,10292,/register,494,Mobile,Edge,Canada,True,False
8615,2024-04-27 19:19:23,13991,/home,152,Desktop,Chrome,Australia,True,False
8616,2024-12-16 23:31:50,10621,/contact,121,Mobile,Chrome,France,False,False
8617,2024-11-18 03:26:46,12316,/cart,511,Desktop,Safari,Australia,True,False
8618,2024-06-24 10:41:53,11909,/products,403,Mobile,Safari,UK,True,False
8619,2024-08-22 09:48:17,14410,/blog,224,Desktop,Safari,USA,False,False
8620,2024-03-13 05:29:30,12948,/checkout,562,Mobile,Edge,Australia,True,False
8621,2024-11-25 22:40:43,11559,/cart,119,Desktop,Edge,France,False,False
8622,2024-03-07 08:30:59,10842,/checkout,348,Tablet,Edge,France,True,False
8623,2024-06-29 07:27:05,11495,/blog,169,Mobile,Edge,Germany,False,False
8624,2024-09-17 07:05:11,10986,/cart,301,Mobile,Safari,Canada,False,False
8625,2024-12-09 08:58:12,13241,/contact,137,Mobile,Firefox,France,False,False
8626,2024-11-07 08:41:52,10646,/contact,182,Desktop,Chrome,Canada,False,False
8627,2024-01-21 06:20:50,12419,/products,270,Desktop,Chrome,USA,True,False
8628,2024-02-02 06:27:14,12199,/blog,390,Desktop,Other,Australia,True,False
8629,2024-08-17 11:39:39,11508,/home,441,Mobile,Other,France,True,False
8630,2024-02-28 13:52:41,12686,/contact,195,Tablet,Firefox,France,True,False
8631,2024-04-09 00:04:21,10364,/login,342,Mobile,Firefox,Germany,True,False
8632,2024-09-10 15:10:43,12607,/contact,410,Desktop,Chrome,Australia,True,False
8633,2024-05-25 18:50:56,11941,/products,387,Mobile,Other,Canada,True,False
8634,2024-06-28 22:22:26,12983,/home,439,Mobile,Firefox,Germany,True,False
8635,2024-05-17 20:58:10,11327,/about,106,Mobile,Safari,Canada,True,False
8636,2024-08-25 18:44:58,13356,/cart,351,Mobile,Edge,Australia,False,False
8637,2024-05-02 04:52:47,12064,/products,128,Tablet,Other,France,False,False
8638,2024-07-07 00:08:00,11769,/products,539,Mobile,Firefox,Germany,False,False
8639,2024-11-20 06:00:54,14614,/login,245,Desktop,Chrome,USA,False,False
8640,2024-08-27 05:09:52,11314,/contact,75,Tablet,Other,USA,False,False
8641,2024-09-01 23:13:27,11228,/cart,443,Desktop,Edge,USA,False,False
8642,2024-05-28 16:50:15,14229,/contact,228,Mobile,Edge,UK,False,True
8643,2024-03-20 19:52:33,12939,/login,300,Tablet,Edge,France,False,False
8644,2024-04-05 13:18:00,13433,/login,255,Mobile,Chrome,France,False,False
8645,2024-07-03 06:55:25,11506,/login,193,Tablet,Safari,USA,True,True
8646,2024-02-16 13:32:16,12589,/products,120,Desktop,Chrome,USA,True,False
8647,2024-12-26 18:25:01,14872,/about,78,Mobile,Firefox,USA,True,False
8648,2024-09-24 14:13:17,13933,/checkout,328,Tablet,Edge,Canada,True,False
8649,2024-01-28 17:18:51,13197,/about,330,Tablet,Edge,Germany,True,False
8650,2024-08-21 06:28:04,11735,/home,445,Tablet,Edge,Australia,False,False
8651,2024-03-19 00:00:15,13398,/register,274,Mobile,Edge,France,False,False
8652,2024-05-03 22:53:09,12793,/cart,369,Mobile,Safari,Australia,False,False
8653,2024-02-15 22:28:54,14826,/cart,312,Mobile,Other,Canada,False,False
8654,2024-12-02 19:35:25,11176,/cart,321,Mobile,Safari,Germany,True,False
8655,2024-06-29 02:50:49,14449,/checkout,278,Mobile,Edge,Germany,True,False
8656,2024-01-12 22:07:41,11395,/cart,538,Desktop,Firefox,Germany,True,False
8657,2024-08-02 11:29:34,12684,/cart,328,Tablet,Firefox,Canada,True,False
8658,2024-06-26 00:06:34,10974,/home,15,Tablet,Other,Australia,False,True
8659,2024-12-19 04:54:09,12713,/checkout,189,Tablet,Safari,Germany,True,False
8660,2024-02-13 01:01:05,14599,/products,513,Mobile,Firefox,Canada,True,False
8661,2024-06-10 16:18:01,14022,/register,528,Mobile,Safari,Australia,False,False
8662,2024-05-01 16:15:27,13290,/products,87,Tablet,Safari,Germany,True,False
8663,2024-01-21 12:43:23,11680,/home,268,Tablet,Other,Germany,False,False
8664,2024-07-24 04:01:59,10694,/login,388,Desktop,Firefox,Canada,True,False
8665,2024-11-09 04:03:02,12235,/cart,288,Desktop,Other,UK,False,False
8666,2024-02-12 15:32:01,14269,/checkout,94,Desktop,Edge,Canada,False,False
8667,2024-06-30 15:47:42,10431,/contact,356,Tablet,Edge,UK,False,False
8668,2024-01-20 05:29:29,13133,/register,515,Mobile,Edge,France,True,False
8669,2024-03-20 03:58:14,11167,/login,154,Desktop,Firefox,UK,True,False
8670,2024-11-07 13:34:39,12427,/home,200,Tablet,Firefox,Canada,True,False
8671,2024-09-21 06:36:13,10234,/register,137,Desktop,Firefox,France,True,False
8672,2024-06-19 15:41:08,13520,/contact,268,Mobile,Other,Germany,False,False
8673,2024-06-02 13:41:57,10815,/login,556,Desktop,Safari,Australia,False,False
8674,2024-01-27 12:28:40,11998,/register,31,Mobile,Edge,USA,False,False
8675,2024-03-25 06:05:47,10160,/contact,237,Desktop,Firefox,UK,False,False
8676,2024-05-07 01:15:45,12246,/about,344,Mobile,Firefox,UK,False,False
8677,2024-03-04 07:54:33,13399,/products,188,Desktop,Safari,France,False,False
8678,2024-04-21 19:02:06,10937,/register,472,Mobile,Firefox,USA,False,False
8679,2024-02-29 06:59:16,14614,/home,257,Mobile,Other,Canada,False,False
8680,2024-08-02 00:15:27,12983,/home,243,Desktop,Edge,France,False,False
8681,2024-02-09 22:57:51,13564,/contact,504,Mobile,Chrome,France,False,False
8682,2024-06-15 05:21:03,12189,/login,516,Tablet,Firefox,USA,False,False
8683,2024-08-13 08:52:01,12882,/contact,300,Mobile,Other,USA,True,False
8684,2024-12-09 14:17:40,13499,/register,168,Mobile,Edge,France,False,False
8685,2024-04-16 20:43:35,10825,/home,68,Tablet,Safari,USA,False,True
8686,2024-05-07 23:11:58,13233,/contact,353,Tablet,Firefox,UK,False,False
8687,2024-04-03 07:56:59,13583,/contact,106,Mobile,Other,UK,False,False
8688,2024-11-07 20:43:57,14701,/register,136,Mobile,Edge,France,True,False
8689,2024-09-29 12:42:01,11464,/contact,382,Mobile,Chrome,UK,True,False
8690,2024-10-02 13:38:47,14764,/login,544,Mobile,Firefox,USA,True,False
8691,2024-07-30 05:06:40,13819,/products,145,Tablet,Firefox,Germany,False,False
8692,2024-04-10 13:06:10,10344,/contact,166,Mobile,Firefox,Australia,False,False
8693,2024-05-02 04:47:25,12115,/about,143,Desktop,Safari,USA,True,False
8694,2024-05-13 07:33:29,12298,/login,570,Desktop,Edge,USA,True,False
8695,2024-04-25 12:45:39,11024,/home,45,Tablet,Edge,France,True,False
8696,2024-03-04 00:12:12,13700,/contact,225,Tablet,Chrome,USA,False,False
8697,2024-09-03 19:30:04,13507,/contact,464,Tablet,Firefox,France,True,False
8698,2024-09-02 20:16:55,10321,/about,466,Tablet,Safari,USA,False,False
8699,2024-11-11 02:48:26,14087,/about,529,Tablet,Edge,Australia,False,False
8700,2024-09-07 14:43:00,13048,/cart,289,Mobile,Safari,UK,False,False
8701,2024-06-29 08:55:15,13891,/contact,315,Desktop,Edge,Australia,True,False
8702,2024-02-21 20:34:04,14630,/home,320,Desktop,Other,Australia,True,False
8703,2024-04-18 02:10:36,14244,/checkout,213,Tablet,Firefox,Germany,False,False
8704,2024-04-15 16:31:37,11721,/products,322,Mobile,Chrome,Canada,True,False
8705,2024-09-05 09:08:08,13336,/home,149,Desktop,Firefox,Canada,True,False
8706,2024-12-02 05:47:23,10198,/home,100,Mobile,Chrome,Australia,True,True
8707,2024-06-19 01:42:37,13153,/register,262,Mobile,Other,Canada,False,False
8708,2024-05-14 07:05:54,14174,/products,194,Tablet,Edge,France,False,False
8709,2024-10-22 01:14:46,11977,/checkout,497,Tablet,Chrome,USA,False,False
8710,2024-03-19 18:05:22,10175,/cart,307,Tablet,Other,Canada,False,True
8711,2024-11-03 12:38:35,12383,/register,27,Mobile,Other,Australia,False,False
8712,2024-08-28 17:27:49,14028,/about,42,Mobile,Safari,USA,True,True
8713,2024-11-20 18:45:34,10723,/contact,196,Tablet,Firefox,France,False,False
8714,2024-08-31 20:24:35,12540,/home,526,Desktop,Edge,UK,False,True
8715,2024-08-03 09:34:22,12162,/register,391,Mobile,Chrome,UK,True,False
8716,2024-06-22 20:52:32,12496,/blog,424,Mobile,Other,Canada,False,False
8717,2024-09-01 16:08:30,11321,/home,466,Desktop,Chrome,Australia,False,False
8718,2024-09-08 12:53:08,13387,/blog,462,Tablet,Firefox,Canada,True,False
8719,2024-08-14 06:34:48,12380,/checkout,553,Tablet,Edge,Australia,False,False
8720,2024-09-24 09:16:32,14090,/about,376,Desktop,Safari,Australia,False,False
8721,2024-10-15 15:14:25,12922,/login,341,Tablet,Other,USA,False,False
8722,2024-02-21 14:58:22,14732,/login,347,Desktop,Chrome,Australia,False,False
8723,2024-09-13 15:31:53,14074,/about,121,Tablet,Other,Australia,False,False
8724,2024-01-14 02:20:07,10945,/cart,327,Tablet,Other,Germany,False,False
8725,2024-02-04 21:09:43,13693,/checkout,300,Mobile,Firefox,France,False,False
8726,2024-04-19 15:41:59,12762,/login,242,Mobile,Firefox,USA,True,False
8727,2024-12-11 02:53:16,11804,/about,46,Mobile,Edge,Germany,False,False
8728,2024-07-20 03:45:56,12026,/products,578,Desktop,Firefox,France,False,True
8729,2024-02-27 12:57:13,12334,/checkout,241,Tablet,Safari,France,True,False
8730,2024-12-14 04:31:00,10486,/products,434,Mobile,Firefox,Canada,False,False
8731,2024-08-25 15:21:22,12345,/about,458,Desktop,Safari,USA,False,False
8732,2024-03-06 05:07:07,11605,/login,184,Desktop,Safari,Canada,True,False
8733,2024-03-18 05:37:46,13045,/home,64,Desktop,Safari,France,True,False
8734,2024-07-06 15:50:25,12929,/about,581,Desktop,Firefox,France,False,False
8735,2024-08-25 00:59:29,12713,/about,468,Mobile,Other,France,True,False
8736,2024-11-18 10:11:37,12062,/cart,28,Mobile,Other,USA,False,False
8737,2024-11-05 00:02:51,13479,/login,470,Mobile,Other,Australia,False,False
8738,2024-03-10 21:43:37,11361,/about,200,Mobile,Other,Australia,True,False
8739,2024-05-22 14:14:44,13527,/register,247,Desktop,Chrome,USA,False,False
8740,2024-09-20 00:32:13,14200,/blog,489,Tablet,Chrome,Canada,False,True
8741,2024-08-10 09:53:55,11954,/cart,266,Mobile,Edge,France,True,False
8742,2024-10-11 00:45:20,12843,/cart,567,Mobile,Other,USA,True,False
8743,2024-12-06 01:00:26,12716,/home,6,Desktop,Chrome,France,False,False
8744,2024-09-18 22:44:24,14334,/about,284,Desktop,Chrome,USA,False,False
8745,2024-08-21 05:09:06,14717,/login,314,Desktop,Edge,UK,False,False
8746,2024-05-28 00:30:17,14285,/blog,576,Mobile,Firefox,Germany,False,False
8747,2024-07-26 06:38:08,12305,/login,136,Desktop,Other,Germany,False,False
8748,2024-06-08 09:33:45,11105,/products,484,Mobile,Safari,Germany,False,False
8749,2024-09-15 22:35:31,10192,/blog,242,Mobile,Chrome,France,True,False
8750,2024-05-04 22:26:06,13436,/register,357,Desktop,Firefox,USA,True,False
8751,2024-01-04 05:34:12,10397,/cart,43,Desktop,Chrome,Australia,False,False
8752,2024-05-27 09:16:40,10795,/register,6,Tablet,Chrome,USA,False,False
8753,2024-06-11 03:09:41,12936,/home,81,Mobile,Edge,UK,True,False
8754,2024-01-10 22:11:44,13515,/register,501,Mobile,Other,Canada,False,False
8755,2024-02-16 20:49:06,12515,/checkout,582,Mobile,Safari,Australia,True,False
8756,2024-11-28 04:22:55,14385,/register,23,Desktop,Chrome,UK,False,False
8757,2024-12-24 23:32:35,10166,/products,66,Tablet,Other,Canada,False,False
8758,2024-02-03 06:19:02,10259,/login,343,Desktop,Other,Germany,False,False
8759,2024-06-05 03:07:26,10746,/about,361,Desktop,Chrome,Canada,False,False
8760,2024-05-14 03:07:54,12752,/register,145,Tablet,Edge,Australia,False,False
8761,2024-05-10 18:44:01,14268,/blog,576,Tablet,Other,France,False,False
8762,2024-07-23 07:31:25,14935,/checkout,553,Tablet,Safari,Germany,True,False
8763,2024-12-29 00:03:05,14411,/cart,379,Tablet,Firefox,Germany,False,False
8764,2024-06-03 20:57:59,12447,/cart,166,Tablet,Other,Australia,True,False
8765,2024-05-17 10:06:59,14207,/products,237,Mobile,Other,France,False,True
8766,2024-02-06 18:07:36,14652,/register,142,Tablet,Safari,Canada,False,False
8767,2024-02-01 16:15:29,11822,/register,252,Mobile,Safari,Australia,False,False
8768,2024-05-14 11:25:37,10646,/products,210,Tablet,Other,France,False,False
8769,2024-12-20 22:48:06,14086,/checkout,453,Desktop,Edge,USA,True,False
8770,2024-01-12 07:26:04,11330,/contact,19,Tablet,Chrome,UK,False,False
8771,2024-04-02 08:55:03,11412,/products,5,Desktop,Chrome,Australia,True,False
8772,2024-05-05 19:36:06,10808,/contact,577,Desktop,Firefox,Germany,True,False
8773,2024-05-21 10:32:33,11603,/contact,326,Desktop,Other,Canada,True,False
8774,2024-05-23 16:21:42,12825,/about,251,Desktop,Chrome,Australia,False,False
8775,2024-08-02 13:38:15,12880,/register,357,Desktop,Chrome,UK,False,False
8776,2024-02-09 23:16:14,10998,/about,74,Desktop,Safari,Canada,False,False
8777,2024-11-07 06:42:48,11450,/products,130,Tablet,Firefox,USA,False,False
8778,2024-11-26 07:11:01,12988,/products,220,Mobile,Firefox,USA,False,False
8779,2024-07-30 04:53:09,11104,/login,71,Tablet,Other,France,False,False
8780,2024-09-20 02:47:04,11321,/products,158,Tablet,Other,USA,False,False
8781,2024-01-22 16:42:35,10839,/home,238,Mobile,Chrome,UK,False,False
8782,2024-09-18 15:51:39,14316,/login,380,Mobile,Chrome,Germany,False,False
8783,2024-09-23 04:43:00,14466,/contact,431,Mobile,Other,France,True,False
8784,2024-09-18 14:09:36,11778,/home,419,Tablet,Edge,France,False,False
8785,2024-10-18 09:43:03,10023,/cart,124,Desktop,Edge,France,False,False
8786,2024-01-20 21:39:43,13411,/cart,331,Mobile,Safari,France,False,False
8787,2024-06-10 13:24:21,13346,/cart,197,Desktop,Other,Germany,True,False
8788,2024-06-04 07:12:08,10260,/checkout,464,Desktop,Safari,Germany,False,False
8789,2024-09-11 03:06:04,14003,/products,61,Tablet,Safari,Canada,False,False
8790,2024-01-12 13:10:27,12775,/contact,480,Desktop,Edge,Canada,False,False
8791,2024-05-18 01:27:52,14596,/register,165,Mobile,Chrome,France,True,False
8792,2024-06-13 10:22:07,10563,/products,432,Tablet,Firefox,Canada,True,False
8793,2024-11-25 15:10:42,11390,/login,52,Mobile,Firefox,Australia,True,False
8794,2024-09-22 14:46:15,11159,/products,133,Tablet,Edge,France,True,True
8795,2024-10-22 19:32:30,13309,/checkout,98,Desktop,Chrome,France,False,False
8796,2024-07-06 19:08:38,11771,/blog,21,Mobile,Other,UK,True,False
8797,2024-07-05 10:25:03,12040,/checkout,87,Desktop,Other,Canada,False,False
8798,2024-09-12 17:01:55,12759,/about,433,Tablet,Other,USA,False,False
8799,2024-11-05 15:21:23,12120,/products,335,Tablet,Safari,France,True,False
8800,2024-03-13 03:40:52,12543,/contact,561,Mobile,Safari,Australia,True,False
8801,2024-09-05 08:58:07,14190,/login,443,Mobile,Firefox,Canada,True,False
8802,2024-02-10 18:15:13,14155,/checkout,184,Desktop,Chrome,USA,True,False
8803,2024-03-13 22:25:23,11458,/about,211,Desktop,Firefox,UK,True,False
8804,2024-06-18 10:37:53,13879,/checkout,385,Desktop,Other,Australia,True,False
8805,2024-01-07 21:06:24,11478,/cart,543,Desktop,Other,Canada,False,False
8806,2024-01-16 14:13:58,10024,/register,232,Desktop,Firefox,Germany,False,False
8807,2024-07-27 18:24:34,12756,/register,327,Desktop,Other,Germany,False,False
8808,2024-11-04 14:23:47,12876,/register,152,Tablet,Firefox,Australia,False,False
8809,2024-04-16 04:05:27,10913,/about,222,Mobile,Firefox,UK,False,False
8810,2024-10-11 19:44:05,12886,/about,575,Mobile,Edge,Canada,True,False
8811,2024-10-06 18:41:48,13647,/login,412,Tablet,Edge,France,False,False
8812,2024-11-28 16:47:38,14457,/home,414,Tablet,Edge,France,True,False
8813,2024-03-24 00:58:42,13406,/login,82,Desktop,Chrome,Australia,True,False
8814,2024-07-28 16:36:28,14087,/contact,265,Tablet,Edge,France,False,False
8815,2024-01-14 08:41:23,14908,/checkout,158,Desktop,Edge,Australia,False,False
8816,2024-12-22 03:53:14,11075,/contact,564,Mobile,Safari,USA,False,False
8817,2024-01-10 11:04:17,13102,/contact,292,Desktop,Other,Canada,False,False
8818,2024-12-17 05:22:36,10183,/about,40,Mobile,Other,Canada,False,False
8819,2024-10-11 19:01:03,13144,/login,243,Tablet,Firefox,Canada,False,False
8820,2024-06-14 01:48:29,13218,/about,362,Desktop,Other,Germany,False,False
8821,2024-04-05 09:37:34,10123,/about,300,Tablet,Firefox,USA,False,False
8822,2024-10-06 21:17:48,13909,/about,407,Tablet,Firefox,USA,False,False
8823,2024-08-24 11:24:28,11717,/home,391,Mobile,Edge,Canada,False,False
8824,2024-08-22 00:46:23,10991,/contact,115,Desktop,Firefox,USA,False,False
8825,2024-12-13 17:42:51,11466,/home,449,Mobile,Firefox,Canada,True,False
8826,2024-03-31 20:46:14,10829,/register,276,Tablet,Firefox,Canada,False,False
8827,2024-07-10 20:48:55,10677,/login,119,Mobile,Safari,UK,False,False
8828,2024-07-24 16:22:44,13629,/blog,192,Desktop,Chrome,USA,True,False
8829,2024-02-23 13:41:36,14887,/login,399,Tablet,Other,USA,False,False
8830,2024-10-29 08:27:55,10609,/about,37,Desktop,Firefox,UK,False,False
8831,2024-11-27 17:05:56,12674,/cart,119,Tablet,Edge,USA,False,False
8832,2024-04-04 16:30:18,13034,/checkout,449,Tablet,Firefox,USA,False,False
8833,2024-06-12 20:19:13,10718,/checkout,542,Desktop,Edge,Australia,True,False
8834,2024-08-15 05:06:15,10090,/products,507,Mobile,Chrome,Canada,False,False
8835,2024-09-29 13:35:12,12686,/login,532,Desktop,Safari,France,False,False
8836,2024-02-14 07:08:17,10236,/about,30,Desktop,Firefox,France,False,False
8837,2024-01-06 05:05:25,13243,/about,107,Desktop,Other,Germany,False,False
8838,2024-08-22 07:12:14,13728,/register,520,Tablet,Edge,Germany,False,False
8839,2024-09-20 19:20:04,10482,/home,153,Mobile,Safari,Australia,False,False
8840,2024-08-28 20:33:55,11689,/contact,121,Desktop,Other,Canada,True,False
8841,2024-10-08 16:50:21,12269,/cart,484,Mobile,Edge,Canada,False,False
8842,2024-12-12 03:31:54,11513,/products,118,Tablet,Edge,USA,False,False
8843,2024-07-12 23:33:16,13291,/checkout,86,Mobile,Other,France,False,False
8844,2024-09-14 07:01:08,11255,/cart,50,Tablet,Other,Australia,False,False
8845,2024-07-23 18:57:00,14751,/register,121,Mobile,Edge,USA,False,False
8846,2024-06-24 21:24:13,12376,/blog,54,Mobile,Edge,Canada,False,False
8847,2024-03-06 14:08:25,13262,/about,169,Desktop,Safari,Canada,True,False
8848,2024-11-17 18:01:27,11343,/checkout,198,Mobile,Other,Germany,False,False
8849,2024-12-06 02:10:58,10666,/login,354,Tablet,Firefox,Canada,True,False
8850,2024-01-26 04:16:47,13208,/cart,487,Mobile,Safari,Canada,False,True
8851,2024-08-11 21:01:57,13027,/login,560,Tablet,Other,Canada,False,False
8852,2024-02-08 15:48:40,13930,/checkout,411,Desktop,Other,France,True,False
8853,2024-11-10 21:51:49,14262,/home,158,Desktop,Edge,Canada,True,False
8854,2024-05-28 21:35:19,14258,/blog,510,Mobile,Firefox,Canada,True,False
8855,2024-03-17 20:54:20,13468,/products,186,Mobile,Chrome,France,False,False
8856,2024-09-17 03:15:14,10845,/blog,181,Tablet,Other,Canada,False,False
8857,2024-01-03 13:50:27,13508,/register,383,Mobile,Firefox,Germany,False,False
8858,2024-09-24 05:45:49,11024,/blog,485,Desktop,Edge,UK,True,False
8859,2024-09-13 09:40:33,12225,/about,519,Desktop,Edge,USA,False,False
8860,2024-10-22 01:36:00,14014,/login,386,Tablet,Firefox,Germany,False,False
8861,2024-08-26 06:56:40,13552,/login,10,Tablet,Other,UK,True,True
8862,2024-12-09 20:11:44,13061,/cart,396,Desktop,Chrome,France,False,False
8863,2024-02-12 18:25:01,10870,/blog,229,Tablet,Firefox,USA,False,True
8864,2024-06-16 18:56:17,12291,/checkout,130,Desktop,Chrome,Australia,True,False
8865,2024-05-08 08:13:27,10691,/contact,430,Mobile,Firefox,UK,True,False
8866,2024-02-05 11:17:05,13873,/checkout,280,Mobile,Edge,USA,False,False
8867,2024-06-11 17:17:04,11371,/blog,215,Tablet,Safari,Germany,False,False
8868,2024-07-30 02:25:37,14102,/register,315,Mobile,Firefox,UK,False,False
8869,2024-01-17 07:21:37,11139,/about,280,Tablet,Chrome,France,True,False
8870,2024-01-13 02:50:22,14567,/home,316,Desktop,Chrome,Australia,True,False
8871,2024-04-14 18:44:02,11614,/login,567,Mobile,Firefox,Canada,True,False
8872,2024-11-16 12:08:01,14631,/about,375,Desktop,Chrome,France,True,False
8873,2024-07-05 23:39:07,12650,/cart,364,Desktop,Other,UK,False,False
8874,2024-03-12 11:46:21,12242,/products,166,Desktop,Other,UK,False,False
8875,2024-02-09 12:23:37,13913,/home,269,Desktop,Edge,France,False,False
8876,2024-05-06 20:26:45,14299,/checkout,70,Desktop,Firefox,UK,False,False
8877,2024-03-18 07:37:11,13017,/contact,550,Desktop,Edge,UK,False,False
8878,2024-05-08 08:07:48,12832,/checkout,99,Mobile,Firefox,UK,False,False
8879,2024-07-02 05:05:44,10904,/blog,70,Desktop,Safari,Canada,False,False
8880,2024-12-11 12:10:42,10489,/register,282,Mobile,Firefox,UK,False,False
8881,2024-09-15 15:04:07,12553,/checkout,204,Desktop,Safari,Germany,True,False
8882,2024-01-13 09:16:11,13854,/cart,233,Tablet,Chrome,France,False,False
8883,2024-01-08 22:05:37,14099,/blog,232,Mobile,Chrome,France,False,False
8884,2024-08-26 00:07:38,13654,/register,495,Mobile,Edge,USA,False,False
8885,2024-03-21 16:12:25,10903,/blog,504,Mobile,Other,Australia,True,False
8886,2024-05-08 06:56:13,14653,/home,263,Tablet,Other,USA,False,False
8887,2024-07-16 12:28:32,12771,/home,39,Mobile,Safari,Australia,True,False
8888,2024-06-23 17:51:31,14488,/checkout,463,Desktop,Safari,France,False,False
8889,2024-12-06 08:31:00,13021,/about,249,Desktop,Edge,France,False,False
8890,2024-02-01 05:31:56,12147,/login,156,Desktop,Chrome,Australia,True,True
8891,2024-07-07 06:44:30,12099,/checkout,153,Tablet,Chrome,France,False,False
8892,2024-12-17 21:21:58,11026,/register,574,Tablet,Other,Canada,True,False
8893,2024-01-23 18:34:10,12668,/blog,200,Desktop,Other,Canada,False,False
8894,2024-12-15 10:14:55,13415,/products,468,Tablet,Firefox,USA,False,False
8895,2024-03-13 07:19:38,13134,/contact,143,Tablet,Chrome,Canada,False,False
8896,2024-01-04 20:12:28,13223,/contact,406,Desktop,Chrome,Canada,True,False
8897,2024-01-21 10:22:34,14195,/login,507,Mobile,Chrome,Germany,True,False
8898,2024-09-13 10:12:00,13874,/home,211,Mobile,Edge,France,False,False
8899,2024-10-09 08:38:14,11560,/register,69,Desktop,Firefox,USA,False,False
8900,2024-05-16 10:49:26,14279,/register,440,Mobile,Chrome,USA,False,False
8901,2024-12-30 12:07:27,12406,/home,43,Tablet,Edge,Canada,False,False
8902,2024-05-07 05:28:49,14750,/checkout,97,Mobile,Other,USA,True,False
8903,2024-09-13 11:25:34,11033,/home,402,Mobile,Safari,Germany,True,False
8904,2024-05-21 16:19:44,12225,/checkout,524,Tablet,Firefox,France,False,False
8905,2024-01-06 12:21:59,10718,/cart,191,Tablet,Other,Germany,True,True
8906,2024-09-10 11:05:14,12556,/home,82,Tablet,Safari,USA,True,False
