order_id,customer_id,order_date,product_id,quantity,total_price,status,shipping_cost,payment_method
20759,10804,2023-02-23,275,3,60.89,Cancelled,49.51,PayPal
20760,11613,2023-04-16,10,8,105.5,Returned,6.42,Debit Card
20761,11239,2023-11-29,89,9,1466.1,Cancelled,23.77,Credit Card
20762,11479,2023-01-19,430,7,558.38,Completed,21.59,PayPal
20763,10985,2023-02-28,147,4,629.02,Cancelled,40.5,Bank Transfer
20764,10735,2023-02-23,127,6,1252.7,Returned,8.1,Debit Card
20765,10888,2023-12-11,186,6,1488.19,Completed,11.08,Credit Card
20766,11563,2023-03-06,124,2,1126.59,Cancelled,8.78,PayPal
20767,10981,2023-08-20,107,2,1418.62,Cancelled,8.33,Bank Transfer
20768,11840,2023-04-20,341,5,1883.28,Completed,12.89,Bank Transfer
20769,11736,2023-09-30,6,1,1711.24,Processing,26.41,Debit Card
20770,10578,2023-04-24,51,5,496.79,Processing,35.34,Credit Card
20771,11496,2023-02-16,398,3,1815.45,Processing,19.02,Debit Card
20772,11382,2023-12-07,314,3,608.58,Shipped,22.31,Credit Card
20773,11149,2023-09-25,136,8,1327.96,Completed,39.62,Bank Transfer
20774,10971,2023-11-20,2,3,1751.94,Completed,26.26,Bank Transfer
20775,10860,2023-11-29,18,3,1254.42,Completed,29.49,Credit Card
20776,10706,2023-02-14,249,1,1616.27,Cancelled,25.9,Debit Card
20777,11960,2023-08-21,470,8,1856.15,Shipped,39.49,Debit Card
20778,11709,2023-03-25,185,6,1934.54,Completed,9.17,Credit Card
20779,11110,2023-01-16,222,8,833.05,Processing,49.06,PayPal
20780,11366,2023-05-06,228,3,1985.68,Completed,43.97,Credit Card
20781,11846,2023-06-12,348,6,557.93,Shipped,20.01,Debit Card
20782,10394,2023-08-29,419,2,935.13,Cancelled,20.75,Bank Transfer
20783,10483,2023-10-28,194,3,1526.2,Shipped,42.45,Debit Card
20784,10665,2023-07-14,312,4,1940.9,Processing,22.28,PayPal
20785,10455,2023-07-03,484,9,124.82,Returned,25.41,Debit Card
20786,11499,2023-08-05,210,4,1892.37,Shipped,37.3,Credit Card
20787,10209,2023-05-13,299,7,1997.38,Completed,19.4,Debit Card
20788,10524,2023-01-07,329,8,1820.97,Shipped,22.7,Credit Card
20789,10675,2023-01-16,476,5,234.6,Returned,1.86,Debit Card
20790,11001,2023-02-02,72,2,1684.59,Returned,6.66,Bank Transfer
20791,11790,2023-10-19,117,8,1286.73,Processing,22.93,Debit Card
20792,10895,2023-02-02,264,5,38.86,Cancelled,2.28,Debit Card
20793,11003,2023-12-07,5,5,1969.06,Cancelled,15.35,PayPal
20794,11599,2023-11-29,269,7,318.04,Shipped,21.86,Debit Card
20795,10306,2023-06-12,7,6,805.71,Processing,5.08,Credit Card
20796,11099,2023-05-29,21,3,79.94,Completed,3.27,Credit Card
20797,11045,2023-03-08,477,7,632.85,Processing,0.81,Credit Card
20798,10059,2023-07-24,37,1,1145.28,Processing,24.27,Bank Transfer
20799,10385,2023-01-30,173,4,1863.09,Processing,7.34,Debit Card
20800,10055,2023-12-30,436,4,1980.92,Shipped,34.43,PayPal
20801,10167,2023-08-13,432,6,858.25,Processing,24.65,Bank Transfer
20802,11435,2023-10-11,62,6,867.8,Completed,0.95,Bank Transfer
20803,10716,2023-03-18,206,8,337.48,Cancelled,2.95,PayPal
20804,10864,2023-05-29,101,1,1006.75,Cancelled,45.89,PayPal
20805,11794,2023-02-08,119,7,1881.36,Processing,6.22,Debit Card
20806,11214,2023-03-04,179,4,347.48,Returned,37.87,Bank Transfer
20807,10481,2023-08-04,132,6,547.62,Processing,12.31,Debit Card
20808,11942,2023-05-24,376,9,1784.81,Cancelled,16.08,Credit Card
20809,11590,2023-04-16,342,3,1260.33,Processing,1.24,PayPal
20810,11439,2023-05-19,440,8,674.4,Shipped,27.81,PayPal
20811,10339,2023-12-19,75,3,1629.24,Cancelled,23.35,Debit Card
20812,10795,2023-03-30,290,6,235.75,Processing,37.25,PayPal
20813,10891,2023-06-05,45,2,1719.54,Shipped,45.28,Credit Card
20814,10775,2023-12-05,144,9,1045.64,Processing,27.39,PayPal
20815,11282,2023-12-29,137,2,1518.73,Shipped,47.61,PayPal
20816,11373,2023-02-05,208,5,1046.42,Cancelled,7.41,Bank Transfer
20817,10600,2023-03-04,231,6,507.62,Processing,17.23,PayPal
20818,10436,2023-05-10,272,4,1288.88,Shipped,41.49,Debit Card
20819,11245,2023-08-31,95,7,326.49,Returned,27.67,Debit Card
20820,11436,2023-06-12,415,7,475.14,Shipped,27.35,Debit Card
20821,11373,2023-05-30,397,7,1107.66,Shipped,23.02,Debit Card
20822,11505,2023-12-04,384,7,792.17,Completed,0.93,Debit Card
20823,11624,2023-07-22,261,9,1495.5,Shipped,4.02,Credit Card
20824,11082,2023-08-12,379,2,1175.47,Shipped,4.48,PayPal
20825,10151,2023-03-15,127,5,775.04,Completed,9.47,Credit Card
20826,10933,2023-05-21,431,9,666.93,Processing,4.71,Bank Transfer
20827,10539,2023-09-28,167,2,1828.22,Completed,5.33,Debit Card
20828,10224,2023-03-16,18,3,99.36,Completed,31.84,PayPal
20829,11341,2023-03-06,148,7,1388.24,Cancelled,5.92,Debit Card
20830,10562,2023-04-28,247,9,795.96,Processing,23.25,Debit Card
20831,11798,2023-02-01,130,3,767.17,Returned,3.16,Bank Transfer
20832,11302,2023-11-26,296,8,1310.72,Cancelled,13.47,Bank Transfer
20833,10557,2023-08-06,414,8,1703.92,Completed,46.22,Bank Transfer
20834,11497,2023-05-31,266,4,1454.34,Cancelled,1.55,PayPal
20835,11869,2023-03-06,320,6,1346.82,Shipped,43.85,PayPal
20836,10617,2023-02-07,42,8,1002.48,Cancelled,37.98,Bank Transfer
20837,11819,2023-02-10,203,9,948.97,Processing,46.05,Bank Transfer
20838,10023,2023-08-05,181,2,932.22,Shipped,39.34,Bank Transfer
20839,11542,2023-09-19,349,1,307.99,Completed,41.31,PayPal
20840,10367,2023-05-14,181,5,1127.82,Completed,5.39,Credit Card
20841,10998,2023-07-24,296,3,644.62,Processing,41.78,Bank Transfer
20842,10334,2023-01-29,144,6,1244.09,Returned,23.86,Debit Card
20843,11456,2023-04-25,432,1,1077.98,Cancelled,17.58,Credit Card
20844,10002,2023-09-23,381,4,1881.05,Cancelled,7.69,Bank Transfer
20845,11007,2023-11-02,61,6,881.16,Completed,0.03,PayPal
20846,11281,2023-06-28,476,2,1335.51,Returned,32.13,Credit Card
20847,10262,2023-02-20,209,8,1193.75,Cancelled,36.3,Bank Transfer
20848,10120,2023-11-18,166,4,1375.1,Cancelled,19.4,Bank Transfer
20849,11743,2023-12-26,370,2,548.61,Shipped,8.21,PayPal
20850,10020,2023-06-23,497,1,529.35,Cancelled,7.23,Bank Transfer
20851,10904,2023-11-11,300,8,1128.16,Shipped,8.41,Bank Transfer
20852,10139,2023-03-18,143,1,1701.14,Processing,2.81,Debit Card
20853,11500,2023-05-02,351,7,1445.62,Completed,17.98,Credit Card
20854,11815,2023-05-23,61,7,988.09,Completed,30.81,Credit Card
20855,11312,2023-12-19,263,6,525.09,Returned,22.36,Bank Transfer
20856,10205,2023-08-05,124,8,1523.51,Shipped,6.27,PayPal
20857,10042,2023-07-20,238,1,1853.97,Shipped,40.81,Bank Transfer
20858,10849,2023-06-13,30,1,441.78,Completed,14.35,PayPal
20859,11141,2023-03-17,420,1,1602.21,Returned,30.13,PayPal
20860,11028,2023-02-03,255,6,361.44,Processing,12.28,Credit Card
20861,10206,2023-09-11,369,7,1803.55,Cancelled,29.75,Bank Transfer
20862,10634,2023-05-27,90,9,1291.26,Returned,6.48,Bank Transfer
20863,11862,2023-08-06,139,5,378.4,Shipped,32.77,Debit Card
20864,10344,2023-05-12,379,1,91.79,Shipped,28.66,Credit Card
20865,11165,2023-06-16,454,9,1395.34,Completed,25.96,PayPal
20866,10371,2023-04-07,362,5,1220.08,Processing,10.85,Bank Transfer
20867,11255,2023-04-30,413,6,1230.41,Completed,26.46,Credit Card
20868,11187,2023-02-20,348,9,974.88,Cancelled,44.86,Debit Card
20869,10546,2023-08-10,207,2,1236.6,Processing,6.26,Debit Card
20870,11387,2023-05-19,93,3,1748.98,Completed,35.19,Debit Card
20871,11969,2023-10-25,134,7,1904.96,Cancelled,5.69,Debit Card
20872,10983,2023-06-11,368,3,702.13,Returned,16.91,Credit Card
20873,10334,2023-01-05,204,2,985.99,Cancelled,34.19,PayPal
20874,10010,2023-08-09,307,7,560.6,Completed,28.01,Credit Card
20875,11431,2023-01-18,336,8,834.94,Processing,33.91,Debit Card
20876,10074,2023-06-15,110,9,1595.86,Returned,48.17,Bank Transfer
20877,11323,2023-11-27,38,2,861.48,Returned,48.48,Debit Card
20878,10946,2023-05-28,457,2,795.45,Processing,45.74,Credit Card
20879,10912,2023-02-22,22,7,1703.22,Processing,24.74,Debit Card
20880,11404,2023-02-19,225,4,22.52,Processing,17.05,Debit Card
20881,10709,2023-12-20,346,5,1707.33,Shipped,13.98,Debit Card
20882,10852,2023-04-20,438,1,379.19,Shipped,28.78,Credit Card
20883,10775,2023-09-01,168,6,563.53,Cancelled,22.68,Debit Card
20884,11870,2023-12-01,135,8,735.99,Processing,49.73,PayPal
20885,10885,2023-02-23,110,1,1763.69,Returned,26.78,PayPal
20886,10735,2023-04-25,224,2,1819.19,Processing,16.45,PayPal
20887,10633,2023-11-25,168,7,1329.13,Completed,31.8,Debit Card
20888,11609,2023-12-12,107,2,890.1,Completed,2.19,Bank Transfer
20889,11051,2023-05-29,380,9,1041.93,Completed,5.54,Credit Card
20890,11486,2023-11-25,24,6,1169.2,Completed,33.18,PayPal
20891,10395,2023-08-06,297,5,1908.9,Shipped,6.17,PayPal
20892,10682,2023-05-04,307,7,1938.95,Completed,37.77,PayPal
20893,11399,2023-11-20,423,8,1697.72,Returned,3.1,Debit Card
20894,10420,2023-02-23,358,9,1175.78,Returned,29.69,Credit Card
20895,10363,2023-12-17,370,6,793.65,Cancelled,33.92,Credit Card
20896,11918,2023-01-07,485,5,475.95,Cancelled,38.98,Bank Transfer
20897,11239,2023-09-12,211,7,1078.22,Cancelled,44.28,Debit Card
20898,11854,2023-10-06,171,2,704.35,Completed,15.61,Bank Transfer
20899,11124,2023-11-03,69,8,164.03,Processing,35.96,PayPal
20900,11781,2023-12-17,222,4,962.92,Completed,4.04,Bank Transfer
20901,10092,2023-01-24,443,1,1150.75,Cancelled,41.49,PayPal
20902,11598,2023-11-24,153,3,1230.4,Shipped,44.51,Credit Card
20903,10265,2023-09-05,350,9,166.15,Shipped,37.43,Debit Card
20904,10205,2023-10-02,376,4,976.56,Shipped,14.07,Debit Card
20905,11103,2023-08-08,281,3,1318.71,Completed,3.12,Bank Transfer
20906,10036,2023-10-23,201,4,1922.91,Processing,21.08,Credit Card
20907,11034,2023-12-17,219,3,69.59,Completed,13.53,Bank Transfer
20908,11650,2023-06-14,408,3,1359.04,Cancelled,26.51,Credit Card
20909,11113,2023-08-20,446,2,143.43,Processing,19.69,Debit Card
20910,10743,2023-07-12,104,6,334.51,Completed,6.8,PayPal
20911,10018,2023-01-28,299,6,363.15,Returned,41.83,Debit Card
20912,11587,2023-02-27,315,4,671.17,Cancelled,43.23,Credit Card
20913,10373,2023-10-13,310,8,1665.97,Cancelled,40.66,Bank Transfer
20914,11809,2023-09-27,486,6,1715.35,Returned,10.52,Debit Card
20915,10093,2023-04-27,335,8,762.4,Shipped,21.42,PayPal
20916,10031,2023-01-08,230,6,873.98,Returned,8.57,Credit Card
20917,11686,2023-05-21,410,9,449.72,Cancelled,33.26,Bank Transfer
20918,10139,2023-02-24,54,3,876.38,Completed,40.25,PayPal
20919,11593,2023-12-23,189,3,564.17,Processing,29.08,Bank Transfer
20920,10972,2023-12-11,222,2,366.27,Returned,27.31,Credit Card
20921,11044,2023-06-15,75,6,333.77,Cancelled,35.75,Credit Card
20922,11172,2023-11-21,349,7,1555.78,Processing,5.68,Debit Card
20923,11244,2023-05-23,463,7,251.55,Shipped,12.38,Debit Card
20924,10732,2023-11-24,172,5,1239.75,Completed,15.68,Bank Transfer
20925,10753,2023-05-26,393,6,351.61,Processing,26.63,PayPal
20926,11242,2023-09-08,42,7,1678.92,Shipped,48.8,Credit Card
20927,11564,2023-06-06,157,2,563.44,Processing,43.15,Debit Card
20928,11998,2023-09-13,335,7,108.89,Shipped,12.35,Bank Transfer
20929,11582,2023-05-04,81,1,915.1,Shipped,11.65,Bank Transfer
20930,11931,2023-05-02,208,6,1999.6,Completed,21.78,Credit Card
20931,10057,2023-05-17,314,8,1630.01,Cancelled,48.73,PayPal
20932,11448,2023-12-26,86,1,1149.12,Completed,7.62,Bank Transfer
20933,11298,2023-04-25,232,1,395.09,Processing,47.85,Debit Card
20934,10139,2023-07-10,447,6,252.66,Shipped,9.52,Credit Card
20935,11046,2023-12-02,177,5,1680.33,Completed,44.32,Bank Transfer
20936,10900,2023-12-01,107,3,1579.66,Completed,41.51,Debit Card
20937,10377,2023-11-08,139,7,935.13,Cancelled,44.12,Debit Card
20938,10921,2023-08-29,102,7,854.39,Cancelled,44.59,Debit Card
20939,10372,2023-05-08,473,7,1502.37,Shipped,10.91,PayPal
20940,11086,2023-08-10,310,6,1081.35,Shipped,38.94,Bank Transfer
20941,11587,2023-11-05,30,4,820.26,Shipped,34.1,Bank Transfer
20942,10777,2023-09-02,194,9,518.41,Returned,43.95,Credit Card
20943,11365,2023-01-18,321,9,262.68,Cancelled,24.52,Bank Transfer
20944,10166,2023-02-18,244,7,1197.69,Processing,20.67,Bank Transfer
20945,11174,2023-12-07,486,7,1655.58,Returned,36.31,Credit Card
20946,10522,2023-08-07,314,8,1497.44,Returned,13.49,Bank Transfer
20947,11630,2023-09-15,185,5,1398.71,Processing,41.0,Debit Card
20948,10583,2023-07-04,293,9,1859.13,Returned,14.3,Credit Card
20949,10500,2023-03-21,247,6,801.14,Returned,2.16,Credit Card
20950,10895,2023-07-05,118,7,291.69,Shipped,27.57,Bank Transfer
20951,10998,2023-05-04,438,7,221.86,Cancelled,41.8,Debit Card
20952,10559,2023-02-09,73,9,1910.92,Cancelled,34.52,Debit Card
20953,11371,2023-12-07,69,7,1186.15,Processing,49.46,Bank Transfer
20954,11295,2023-12-26,242,3,1625.37,Shipped,7.04,PayPal
20955,11453,2023-09-05,152,6,1080.41,Returned,17.23,PayPal
20956,11966,2023-06-13,319,6,809.02,Cancelled,19.0,Credit Card
20957,11011,2023-01-25,475,7,416.53,Completed,2.91,Bank Transfer
20958,11630,2023-05-11,94,6,1715.69,Completed,2.15,Bank Transfer
20959,10232,2023-01-03,435,4,145.76,Cancelled,1.47,Debit Card
20960,10559,2023-10-16,271,6,1802.46,Cancelled,20.44,Debit Card
20961,11231,2023-04-20,431,3,425.93,Cancelled,42.24,Debit Card
20962,11476,2023-08-31,457,1,38.87,Returned,35.48,Bank Transfer
20963,11762,2023-01-10,430,1,225.72,Cancelled,22.34,Debit Card
20964,11524,2023-02-12,229,5,1769.35,Shipped,13.2,Bank Transfer
20965,10920,2023-03-01,30,8,165.94,Returned,0.78,Bank Transfer
20966,11612,2023-09-23,113,3,723.38,Returned,8.77,Credit Card
20967,10860,2023-06-17,335,2,515.63,Completed,19.36,Bank Transfer
20968,11242,2023-11-15,148,8,92.97,Completed,18.52,Credit Card
20969,10871,2023-07-23,57,9,1072.3,Completed,12.97,Debit Card
20970,10080,2023-10-13,177,9,1996.7,Completed,49.86,Debit Card
20971,11572,2023-10-21,312,2,1708.95,Shipped,22.37,PayPal
20972,10613,2023-12-23,56,8,354.41,Completed,13.39,Debit Card
20973,10702,2023-08-18,409,2,1770.95,Processing,20.35,Debit Card
20974,10540,2023-05-18,265,7,914.55,Shipped,13.97,Bank Transfer
20975,11849,2023-11-26,237,8,561.04,Returned,17.6,Debit Card
20976,10764,2023-01-10,278,1,1287.81,Shipped,6.29,PayPal
20977,11274,2023-11-14,77,8,449.06,Shipped,0.04,PayPal
20978,10737,2023-07-03,421,3,1761.71,Returned,24.58,Bank Transfer
20979,10605,2023-03-28,124,1,1255.88,Shipped,24.46,Debit Card
20980,11438,2023-10-17,28,7,289.32,Processing,7.85,Debit Card
20981,11109,2023-01-11,142,3,1149.88,Shipped,41.63,Credit Card
20982,10621,2023-06-17,158,8,1030.53,Shipped,9.59,Credit Card
20983,11240,2023-12-03,167,9,953.48,Shipped,38.51,Debit Card
20984,11021,2023-07-01,185,2,742.65,Cancelled,9.51,Bank Transfer
20985,10195,2023-01-17,389,1,958.93,Cancelled,14.06,Debit Card
20986,10994,2023-11-03,12,8,1180.3,Processing,13.49,PayPal
20987,11320,2023-06-29,419,6,1472.47,Completed,11.48,Bank Transfer
20988,10945,2023-09-05,169,1,1837.39,Processing,47.63,Bank Transfer
20989,10043,2023-10-20,319,3,107.88,Processing,13.17,Credit Card
20990,10392,2023-03-20,426,9,1147.3,Returned,24.25,Credit Card
20991,11466,2023-09-15,381,9,1508.91,Completed,36.76,Debit Card
20992,11113,2023-02-04,449,6,248.8,Cancelled,15.96,Bank Transfer
20993,10154,2023-09-29,494,3,1824.77,Shipped,0.59,PayPal
20994,10977,2023-05-17,449,8,505.08,Shipped,38.08,Bank Transfer
20995,11501,2023-08-17,106,6,1670.0,Processing,14.2,Bank Transfer
20996,11644,2023-03-20,254,1,1330.77,Processing,43.66,Credit Card
20997,10058,2023-07-19,427,6,1127.9,Returned,24.56,Credit Card
20998,10109,2023-07-23,444,5,1741.1,Returned,31.22,Debit Card
20999,10478,2023-09-16,404,8,1939.08,Cancelled,47.55,PayPal
21000,10617,2023-01-26,98,2,1994.32,Returned,43.5,Bank Transfer
21001,11922,2023-07-23,119,7,1372.9,Processing,39.63,PayPal
21002,11756,2023-04-16,226,6,691.48,Cancelled,26.54,Credit Card
21003,11798,2023-11-07,447,1,1751.9,Completed,8.46,Credit Card
21004,11617,2023-11-07,375,8,1315.61,Processing,42.05,Debit Card
21005,10783,2023-11-22,152,6,660.19,Completed,4.7,Debit Card
21006,11072,2023-03-30,476,3,1866.08,Shipped,44.37,Bank Transfer
21007,11400,2023-05-28,203,5,1500.35,Cancelled,38.31,PayPal
21008,11055,2023-02-09,456,7,916.6,Completed,40.17,Credit Card
21009,11509,2023-08-07,163,9,919.89,Cancelled,18.86,Bank Transfer
21010,10600,2023-11-22,297,4,1991.94,Processing,4.25,Debit Card
21011,10939,2023-02-18,122,2,759.94,Processing,36.35,Bank Transfer
21012,10991,2023-02-16,16,3,206.28,Processing,48.9,Credit Card
21013,10530,2023-11-02,378,7,1086.35,Shipped,42.92,Bank Transfer
21014,11026,2023-06-27,336,8,1772.01,Cancelled,42.07,Bank Transfer
21015,10377,2023-05-18,106,5,1177.35,Returned,31.62,Debit Card
21016,10571,2023-01-19,262,3,1590.31,Shipped,5.81,PayPal
21017,11954,2023-12-20,20,1,128.63,Shipped,43.16,PayPal
21018,11265,2023-11-22,440,1,1353.32,Returned,11.1,PayPal
21019,11564,2023-07-15,244,2,176.8,Returned,13.22,Bank Transfer
21020,10586,2023-04-01,244,5,1121.59,Cancelled,37.79,Debit Card
21021,11605,2023-09-07,459,3,1005.58,Completed,35.85,Debit Card
21022,11618,2023-09-20,392,7,1892.3,Shipped,3.63,PayPal
21023,10356,2023-11-27,212,2,282.28,Completed,12.6,PayPal
21024,10684,2023-11-10,224,2,38.79,Processing,40.88,PayPal
21025,11946,2023-01-14,353,3,291.96,Cancelled,47.48,PayPal
21026,11220,2023-09-19,262,1,358.0,Completed,13.32,Credit Card
21027,10857,2023-09-30,220,2,516.8,Cancelled,38.03,Debit Card
21028,11442,2023-12-02,8,5,1633.88,Returned,25.28,PayPal
21029,10658,2023-01-28,446,3,766.22,Completed,19.0,PayPal
21030,11296,2023-07-21,14,6,1684.7,Processing,44.91,Debit Card
21031,11525,2023-09-15,387,2,558.43,Cancelled,27.41,Debit Card
21032,10034,2023-04-14,130,8,1723.87,Cancelled,34.59,Debit Card
21033,11006,2023-02-15,22,4,36.02,Completed,29.62,PayPal
21034,11648,2023-03-04,225,3,1870.38,Completed,32.18,PayPal
21035,10460,2023-03-18,235,5,1497.18,Shipped,25.86,Credit Card
21036,10717,2023-12-08,341,8,837.21,Returned,26.67,Bank Transfer
21037,11693,2023-03-02,454,9,1163.12,Cancelled,42.61,Bank Transfer
21038,11276,2023-08-24,488,1,1867.37,Processing,15.13,Bank Transfer
21039,11657,2023-10-26,199,4,1173.47,Processing,36.82,Debit Card
21040,10511,2023-06-20,134,6,472.57,Processing,13.43,PayPal
21041,11071,2023-11-05,178,6,1154.29,Completed,3.54,Debit Card
21042,11208,2023-03-13,44,9,1745.47,Returned,45.16,Bank Transfer
21043,10490,2023-10-11,8,1,1975.15,Completed,20.53,Bank Transfer
21044,10272,2023-03-18,280,5,1176.48,Processing,34.16,Credit Card
21045,11636,2023-03-24,27,1,328.18,Shipped,37.89,Credit Card
21046,11012,2023-04-18,437,6,1548.07,Cancelled,39.85,Credit Card
21047,10526,2023-05-04,51,9,1993.88,Cancelled,11.32,Credit Card
21048,11151,2023-02-11,412,4,957.8,Completed,32.78,PayPal
21049,10209,2023-04-05,443,9,779.79,Shipped,38.01,Credit Card
21050,10623,2023-06-18,69,3,1113.95,Returned,5.99,Credit Card
21051,11805,2023-07-19,467,7,346.24,Cancelled,7.07,Credit Card
21052,11165,2023-09-06,457,5,1943.14,Cancelled,18.2,Credit Card
21053,10172,2023-09-13,281,1,1679.9,Completed,15.08,PayPal
21054,11888,2023-03-12,44,7,243.72,Processing,39.86,PayPal
21055,11701,2023-06-27,175,8,1891.26,Completed,32.13,Bank Transfer
21056,10446,2023-01-02,119,6,1886.78,Shipped,24.9,Bank Transfer
21057,11142,2023-12-20,365,1,646.38,Processing,5.32,Bank Transfer
21058,11738,2023-12-29,376,9,1245.9,Cancelled,5.63,Credit Card
21059,10010,2023-04-20,269,7,239.29,Shipped,25.85,Bank Transfer
21060,10760,2023-09-23,181,6,186.7,Shipped,44.14,Credit Card
21061,11327,2023-06-26,53,4,1013.55,Cancelled,38.75,Bank Transfer
21062,11783,2023-08-08,293,3,118.36,Shipped,44.08,Debit Card
21063,11177,2023-03-05,191,4,1752.29,Processing,28.26,Debit Card
21064,10322,2023-08-06,194,1,1857.63,Cancelled,11.07,Credit Card
21065,11560,2023-03-31,371,9,153.27,Processing,1.59,Bank Transfer
21066,10976,2023-12-19,40,2,113.62,Processing,47.01,PayPal
21067,10444,2023-08-24,78,2,458.41,Cancelled,23.76,Bank Transfer
21068,10341,2023-12-25,189,3,1861.32,Completed,42.95,Bank Transfer
21069,10220,2023-03-01,95,1,1542.65,Processing,36.65,Bank Transfer
21070,10109,2023-05-14,390,3,1359.47,Returned,41.61,Debit Card
21071,10409,2023-02-17,25,4,1557.17,Processing,10.53,Credit Card
21072,11441,2023-04-08,103,9,414.96,Completed,33.97,PayPal
21073,11625,2023-05-23,302,5,528.04,Completed,36.13,Debit Card
21074,10504,2023-03-31,159,6,648.9,Returned,27.63,PayPal
21075,11800,2023-09-12,358,1,1218.03,Returned,41.76,Debit Card
21076,10039,2023-12-01,208,3,1224.28,Completed,49.41,Credit Card
21077,11532,2023-12-29,447,7,433.04,Cancelled,0.53,Credit Card
21078,11482,2023-09-11,347,7,884.72,Processing,22.75,PayPal
21079,10262,2023-04-07,94,1,1386.24,Cancelled,37.69,PayPal
21080,11693,2023-03-15,324,9,633.05,Shipped,36.28,Credit Card
21081,11141,2023-04-14,39,1,169.44,Shipped,23.39,Debit Card
21082,11473,2023-06-11,336,7,410.83,Shipped,42.11,PayPal
21083,11791,2023-11-30,164,2,346.18,Cancelled,33.75,Debit Card
21084,11437,2023-09-09,391,9,1271.25,Cancelled,27.42,PayPal
21085,10707,2023-04-30,341,9,155.73,Returned,13.64,Bank Transfer
21086,11849,2023-12-25,322,9,1771.8,Completed,18.37,Debit Card
21087,10822,2023-09-08,55,4,187.09,Completed,49.45,PayPal
21088,11549,2023-05-11,72,6,1203.86,Completed,45.31,Bank Transfer
21089,10460,2023-04-03,42,2,1860.47,Cancelled,34.78,Credit Card
21090,11141,2023-02-21,411,3,143.6,Returned,42.95,Bank Transfer
21091,10216,2023-12-13,386,6,778.55,Processing,6.8,Bank Transfer
21092,11740,2023-06-08,326,1,669.33,Completed,13.38,Bank Transfer
21093,10076,2023-03-19,132,7,701.53,Shipped,44.26,Credit Card
21094,11444,2023-01-07,21,2,1208.62,Processing,23.54,Bank Transfer
21095,10891,2023-11-08,1,8,538.96,Returned,29.55,PayPal
21096,11195,2023-05-10,166,5,74.1,Shipped,44.18,Debit Card
21097,10389,2023-04-05,60,7,1925.3,Cancelled,20.2,PayPal
21098,11049,2023-01-18,76,8,1502.58,Shipped,24.09,PayPal
21099,11151,2023-08-13,91,3,287.55,Returned,5.61,PayPal
21100,10373,2023-11-01,398,6,921.21,Completed,49.57,Credit Card
21101,10653,2023-05-03,207,9,144.19,Cancelled,48.67,Credit Card
21102,10903,2023-09-04,88,4,75.16,Returned,14.83,Credit Card
21103,11047,2023-05-14,82,7,114.07,Processing,42.62,Bank Transfer
21104,11493,2023-02-27,17,1,1516.44,Shipped,36.85,Credit Card
21105,10743,2023-07-09,329,7,900.95,Shipped,7.33,Credit Card
21106,10422,2023-11-29,431,9,1691.91,Shipped,1.19,Bank Transfer
21107,11200,2023-09-18,210,8,624.33,Returned,0.7,Bank Transfer
21108,10852,2023-08-22,312,4,1555.14,Shipped,3.29,Debit Card
21109,11770,2023-02-03,383,3,174.31,Processing,31.37,Debit Card
21110,10830,2023-11-13,53,7,1277.51,Shipped,24.61,Bank Transfer
21111,11561,2023-12-29,128,1,733.99,Returned,49.84,Credit Card
21112,11289,2023-11-12,146,8,567.92,Processing,14.33,PayPal
21113,10972,2023-05-28,453,1,1633.92,Completed,36.28,Debit Card
21114,11897,2023-03-15,304,7,122.81,Returned,19.36,Bank Transfer
21115,10628,2023-06-25,393,6,1900.07,Cancelled,4.92,Debit Card
21116,10569,2023-01-26,310,8,1575.38,Processing,43.86,Credit Card
21117,11293,2023-12-06,419,6,724.11,Cancelled,20.0,Bank Transfer
21118,11352,2023-06-18,492,5,1982.84,Cancelled,45.85,Debit Card
21119,11478,2023-10-18,248,9,420.93,Completed,46.85,Credit Card
21120,11318,2023-03-11,430,4,816.78,Cancelled,41.01,Bank Transfer
21121,10121,2023-12-06,1,7,1772.06,Cancelled,1.38,PayPal
21122,10158,2023-06-18,41,6,1993.68,Processing,48.3,Credit Card
21123,11201,2023-04-26,73,6,493.44,Cancelled,6.21,PayPal
21124,11679,2023-11-25,160,5,1491.36,Shipped,46.57,PayPal
21125,11351,2023-01-02,212,2,625.34,Shipped,30.33,PayPal
21126,11903,2023-10-22,333,4,1537.62,Processing,18.87,Credit Card
21127,10306,2023-07-06,296,1,268.06,Processing,36.07,Debit Card
21128,11934,2023-07-03,139,9,685.62,Returned,25.34,PayPal
21129,11112,2023-12-19,446,9,168.5,Returned,39.72,Debit Card
21130,10750,2023-12-17,430,8,993.96,Shipped,25.69,Bank Transfer
21131,11061,2023-10-08,304,4,1408.97,Cancelled,18.45,Bank Transfer
21132,11896,2023-09-09,43,5,769.66,Cancelled,18.04,PayPal
21133,10590,2023-09-11,179,1,1237.14,Completed,17.71,Credit Card
21134,11880,2023-11-08,189,4,1146.79,Cancelled,23.64,Bank Transfer
21135,11862,2023-12-28,246,4,603.3,Returned,5.51,Debit Card
21136,10345,2023-11-07,298,5,983.82,Returned,33.09,Credit Card
21137,11275,2023-04-25,154,2,156.66,Shipped,17.07,Credit Card
21138,11863,2023-07-22,104,2,930.63,Shipped,28.08,PayPal
21139,10148,2023-06-01,11,2,927.22,Processing,26.33,Bank Transfer
21140,11039,2023-12-10,25,8,76.86,Completed,42.86,Debit Card
