sale_id,date,product,quantity,unit_price,region,sales_channel,customer_id,discount_percent,total_amount
5994,2023-06-16,Headphones,10,49,East,Online,10329,0.0,490.0
5995,2023-08-23,Laptop,17,29,South,Wholesale,10659,0.0,493.0
5996,2023-05-07,Mouse,13,79,West,Wholesale,11640,,1027.0
5997,2023-08-07,Speaker,18,299,East,Online,11070,5.0,5112.9
5998,2023-07-27,Keyboard,13,79,South,Direct,10598,0.0,1027.0
5999,2023-01-22,Headphones,17,699,West,Direct,10820,15.0,10100.55
6000,2023-11-08,Speaker,5,49,East,Online,11972,0.0,245.0
6001,2023-07-14,Charger,11,19,Central,Wholesale,10640,5.0,198.54999999999998
6002,2023-06-10,Laptop,7,99,West,Retail,11793,0.0,693.0
6003,2023-07-21,Charger,10,199,Central,Wholesale,10313,0.0,1990.0
6004,2023-11-10,Webcam,17,99,North,Direct,11170,15.0,1430.55
6005,2023-10-20,Tablet,15,399,West,Direct,11981,10.0,5386.5
6006,2023-11-01,Speaker,18,399,Central,Online,10461,20.0,5745.6
6007,2023-10-02,Headphones,19,99,East,Wholesale,11607,20.0,1504.8000000000002
6008,2023-09-26,Tablet,2,29,South,Online,10485,0.0,58.0
6009,2023-11-25,Smartphone,4,299,East,Retail,11675,0.0,1196.0
6010,2023-12-27,Keyboard,3,699,East,Retail,10409,15.0,1782.45
6011,2023-01-20,Tablet,7,699,Central,Direct,10026,20.0,3914.4
6012,2023-09-24,Speaker,18,15,South,Wholesale,11052,10.0,243.0
6013,2023-02-25,Keyboard,10,99,East,Direct,10270,10.0,891.0
6014,2023-08-20,Laptop,7,99,South,Retail,10685,10.0,623.7
6015,2023-08-22,Mouse,8,299,North,Retail,10500,0.0,2392.0
6016,2023-01-22,Webcam,6,19,Central,Online,11276,5.0,108.3
6017,2023-05-06,Mouse,1,399,South,Direct,10384,15.0,339.15
6018,2023-09-23,Tablet,4,29,Central,Direct,10059,10.0,104.4
6019,2023-10-03,Keyboard,14,29,East,Direct,11130,0.0,406.0
6020,2023-07-22,Smartphone,17,299,East,Retail,10219,0.0,5083.0
6021,2023-01-21,Keyboard,18,399,East,Online,11464,0.0,7182.0
6022,2023-10-13,Headphones,11,699,East,Direct,10770,0.0,7689.0
6023,2023-07-18,Speaker,14,49,North,Direct,11906,15.0,583.1
6024,2023-09-22,Smartphone,9,299,North,Online,11681,0.0,2691.0
6025,2023-11-19,Monitor,15,15,West,Retail,10563,0.0,225.0
6026,2023-01-26,Monitor,12,299,East,Retail,11595,0.0,3588.0
6027,2023-04-08,Webcam,10,19,East,Retail,10545,10.0,171.0
6028,2023-05-30,Monitor,19,299,East,Direct,10095,5.0,5396.95
6029,2023-08-14,Monitor,19,15,East,Direct,10988,0.0,285.0
6030,2023-07-23,Headphones,6,19,West,Direct,11112,0.0,114.0
6031,2023-06-05,Laptop,6,699,East,Wholesale,10827,0.0,4194.0
6032,2023-05-27,Charger,8,49,South,Online,11945,5.0,372.4
6033,2023-08-25,Mouse,1,299,South,Online,10230,0.0,299.0
6034,2023-03-27,Headphones,17,19,North,Direct,10967,15.0,274.55
6035,2023-08-05,Monitor,17,99,North,Direct,10274,5.0,1598.85
6036,2023-05-31,Speaker,15,699,South,Wholesale,10245,0.0,10485.0
6037,2023-11-10,Laptop,7,299,South,Retail,10110,10.0,1883.7
6038,2023-01-28,Webcam,19,79,South,Wholesale,10233,0.0,1501.0
6039,2023-12-20,Charger,3,19,West,Online,11301,10.0,51.300000000000004
6040,2023-09-22,Webcam,11,15,East,Direct,11500,0.0,165.0
6041,2023-03-14,Laptop,19,199,Central,Direct,10416,5.0,3591.95
6042,2023-08-26,Keyboard,9,19,Central,Retail,10677,10.0,153.9
6043,2023-11-27,Laptop,10,15,West,Direct,11151,15.0,127.5
6044,2023-08-20,Charger,2,79,Central,Retail,11260,0.0,158.0
6045,2023-02-16,Webcam,1,49,North,Wholesale,10802,0.0,49.0
6046,2023-09-14,Keyboard,16,79,West,Retail,10618,5.0,1200.8
6047,2023-02-27,Monitor,18,19,West,Direct,11151,15.0,290.7
6048,2023-04-03,Keyboard,17,199,West,Direct,10706,15.0,2875.5499999999997
6049,2023-10-27,Smartphone,6,29,South,Online,10850,0.0,174.0
6050,2023-12-23,Laptop,14,79,South,Wholesale,11417,0.0,1106.0
6051,2023-10-07,Keyboard,15,79,East,Wholesale,10474,5.0,1125.75
6052,2023-03-11,Tablet,14,399,South,Online,10654,0.0,5586.0
6053,2023-07-21,Mouse,3,79,West,Wholesale,10394,0.0,237.0
6054,2023-07-31,Keyboard,19,99,South,Retail,10110,0.0,1881.0
6055,2023-06-15,Laptop,12,29,North,Retail,10089,10.0,313.2
6056,2023-08-19,Smartphone,2,49,South,Online,10762,15.0,83.3
6057,2023-01-13,Mouse,3,399,Central,Direct,11303,20.0,957.6
6058,2023-04-02,Webcam,18,199,Central,Online,11356,0.0,3582.0
6059,2023-08-21,Headphones,1,399,West,Wholesale,11247,5.0,379.04999999999995
6060,2023-10-30,Smartphone,6,15,South,Direct,11124,15.0,76.5
6061,2023-12-31,Speaker,5,199,North,Online,10131,0.0,995.0
6062,2023-04-14,Speaker,1,399,West,Direct,11036,10.0,359.1
6063,2023-08-21,Tablet,19,29,East,Direct,10456,5.0,523.4499999999999
6064,2023-02-16,Mouse,1,299,North,Online,11464,0.0,299.0
6065,2023-05-09,Smartphone,16,15,Central,Direct,10097,5.0,228.0
6066,2023-06-15,Webcam,12,199,North,Direct,11143,0.0,2388.0
6067,2023-12-21,Laptop,8,399,North,Retail,10292,10.0,2872.8
6068,2023-11-29,Tablet,16,299,Central,Retail,11839,0.0,4784.0
6069,2023-12-31,Monitor,1,79,West,Online,11734,0.0,79.0
6070,2023-03-25,Headphones,4,15,South,Online,11024,0.0,60.0
6071,2023-03-05,Webcam,10,99,North,Direct,10571,15.0,841.5
6072,2023-02-16,Mouse,11,49,East,Retail,10249,5.0,512.05
6073,2023-02-28,Keyboard,17,15,East,Online,10651,5.0,242.25
6074,2023-12-28,Monitor,7,399,South,Direct,10148,5.0,2653.35
6075,2023-08-19,Keyboard,12,29,North,Retail,11418,5.0,330.59999999999997
6076,2023-11-21,Mouse,7,49,West,Retail,10043,0.0,343.0
6077,2023-07-05,Tablet,12,15,Central,Online,11906,10.0,162.0
6078,2023-02-13,Speaker,15,15,South,Retail,11721,0.0,225.0
6079,2023-09-26,Monitor,2,15,East,Direct,11643,0.0,30.0
6080,2023-12-29,Smartphone,14,79,Central,Online,11067,10.0,995.4
6081,2023-07-16,Webcam,13,79,Central,Retail,11101,0.0,1027.0
6082,2023-09-19,Webcam,4,79,South,Direct,11249,0.0,316.0
6083,2023-11-10,Tablet,14,15,East,Wholesale,10161,5.0,199.5
6084,2023-03-23,Tablet,14,79,Central,Retail,11816,5.0,1050.7
6085,2023-07-13,Keyboard,16,29,South,Retail,10252,10.0,417.6
6086,2023-10-09,Mouse,7,29,East,Direct,10131,10.0,182.70000000000002
6087,2023-07-14,Laptop,19,29,South,Online,11471,10.0,495.90000000000003
6088,2023-01-23,Keyboard,2,15,East,Direct,11907,10.0,27.0
6089,2023-03-29,Headphones,10,399,North,Online,11910,0.0,3990.0
6090,2023-06-21,Smartphone,18,99,North,Direct,10473,0.0,1782.0
6091,2023-10-17,Headphones,17,49,North,Wholesale,11679,5.0,791.3499999999999
6092,2023-12-04,Monitor,5,49,Central,Wholesale,11801,0.0,245.0
6093,2023-03-18,Laptop,12,49,North,Retail,11132,20.0,470.40000000000003
6094,2023-03-25,Tablet,6,49,West,Direct,10705,15.0,249.9
6095,2023-03-16,Mouse,9,19,West,Wholesale,11058,0.0,171.0
6096,2023-04-02,Mouse,1,49,West,Retail,11490,0.0,49.0
6097,2023-12-31,Keyboard,15,19,Central,Online,11925,0.0,285.0
6098,2023-01-27,Laptop,6,29,East,Retail,10274,0.0,174.0
6099,2023-08-03,Tablet,19,79,Central,Retail,10186,0.0,1501.0
6100,2023-06-07,Headphones,18,99,North,Online,10948,5.0,1692.8999999999999
6101,2023-06-08,Webcam,6,15,West,Retail,10242,15.0,76.5
6102,2023-08-17,Monitor,13,29,East,Wholesale,10263,10.0,339.3
6103,2023-05-28,Smartphone,1,199,South,Wholesale,11997,0.0,199.0
6104,2023-11-17,Mouse,13,49,East,Online,10521,0.0,637.0
6105,2023-04-03,Webcam,7,15,East,Online,10962,5.0,99.75
6106,2023-03-02,Speaker,15,399,East,Wholesale,11701,15.0,5087.25
6107,2023-03-09,Webcam,12,79,East,Wholesale,11564,15.0,805.8
6108,2023-04-14,Tablet,1,699,East,Direct,10782,15.0,594.15
6109,2023-01-02,Keyboard,15,99,East,Direct,11110,5.0,1410.75
6110,2023-11-15,Mouse,4,79,West,Online,10534,10.0,284.40000000000003
6111,2023-05-10,Speaker,13,199,North,Direct,10209,0.0,2587.0
6112,2023-01-07,Mouse,5,19,Central,Retail,10045,5.0,90.25
6113,2023-08-23,Tablet,2,15,South,Online,11490,0.0,30.0
6114,2023-09-12,Smartphone,1,299,Central,Wholesale,11563,5.0,284.05
6115,2023-09-13,Smartphone,16,49,East,Direct,10025,10.0,705.6
6116,2023-10-06,Laptop,6,49,North,Retail,11289,0.0,294.0
6117,2023-01-03,Tablet,16,29,West,Online,10174,0.0,464.0
6118,2023-11-08,Tablet,14,99,Central,Wholesale,11539,0.0,1386.0
6119,2023-09-10,Keyboard,3,399,Central,Wholesale,11334,0.0,1197.0
6120,2023-05-02,Speaker,15,15,South,Retail,10321,0.0,225.0
6121,2023-04-22,Laptop,3,99,West,Wholesale,11602,0.0,297.0
6122,2023-10-29,Headphones,2,15,Central,Retail,11158,0.0,30.0
6123,2023-12-04,Laptop,1,399,North,Wholesale,10054,0.0,399.0
6124,2023-09-01,Keyboard,9,79,North,Retail,11999,20.0,568.8000000000001
6125,2023-08-21,Mouse,9,299,East,Online,11566,0.0,2691.0
6126,2023-07-29,Charger,7,49,South,Retail,11609,0.0,343.0
6127,2023-08-15,Laptop,3,15,Central,Online,11554,5.0,42.75
6128,2023-02-10,Mouse,18,19,North,Direct,11179,15.0,290.7
6129,2023-11-04,Webcam,11,399,South,Online,11872,10.0,3950.1
6130,2023-11-04,Monitor,7,199,Central,Direct,10667,0.0,1393.0
6131,2023-01-04,Monitor,9,19,West,Direct,10146,5.0,162.45
6132,2023-05-06,Webcam,1,399,Central,Online,11508,10.0,359.1
6133,2023-10-08,Smartphone,14,15,Central,Direct,10598,10.0,189.0
6134,2023-05-23,Mouse,6,19,East,Direct,10019,10.0,102.60000000000001
6135,2023-11-14,Headphones,7,49,Central,Wholesale,11292,15.0,291.55
6136,2023-11-18,Charger,10,399,West,Retail,10332,15.0,3391.5
6137,2023-10-13,Tablet,7,15,Central,Online,11578,5.0,99.75
6138,2023-04-17,Speaker,2,29,Central,Wholesale,10906,5.0,55.099999999999994
6139,2023-01-26,Tablet,4,79,Central,Online,10943,10.0,284.40000000000003
6140,2023-04-05,Headphones,17,49,West,Online,10910,15.0,708.05
6141,2023-03-17,Monitor,1,399,Central,Direct,10400,0.0,399.0
6142,2023-01-29,Smartphone,10,79,Central,Wholesale,10949,20.0,632.0
6143,2023-12-01,Monitor,19,29,Central,Retail,11329,0.0,551.0
6144,2023-06-28,Headphones,15,19,South,Online,10027,5.0,270.75
6145,2023-01-19,Mouse,10,19,Central,Wholesale,10466,15.0,161.5
6146,2023-03-16,Headphones,19,99,North,Online,11283,0.0,1881.0
6147,2023-01-17,Webcam,12,299,East,Retail,11557,5.0,3408.6
6148,2023-12-08,Smartphone,16,699,East,Direct,10981,0.0,11184.0
6149,2023-10-23,Speaker,9,699,West,Online,11910,0.0,6291.0
6150,2023-11-05,Charger,15,699,Central,Online,10100,0.0,10485.0
6151,2023-06-02,Tablet,17,299,South,Direct,10550,0.0,5083.0
6152,2023-06-19,Headphones,14,299,West,Online,10801,0.0,4186.0
6153,2023-02-14,Charger,18,299,North,Retail,10352,20.0,4305.6
6154,2023-01-26,Tablet,2,29,East,Direct,11323,20.0,46.400000000000006
6155,2023-02-25,Headphones,4,699,West,Wholesale,11705,0.0,2796.0
6156,2023-08-02,Smartphone,18,29,South,Online,10295,10.0,469.8
6157,2023-04-02,Tablet,7,29,East,Direct,10352,0.0,203.0
6158,2023-03-24,Mouse,13,49,West,Online,10907,0.0,637.0
6159,2023-12-11,Laptop,15,399,South,Retail,11153,0.0,5985.0
6160,2023-05-26,Monitor,1,49,North,Online,11018,20.0,39.2
6161,2023-11-09,Headphones,11,199,North,Online,11179,15.0,1860.6499999999999
6162,2023-12-05,Tablet,10,699,Central,Online,11097,0.0,6990.0
6163,2023-12-21,Mouse,5,29,Central,Direct,11365,0.0,145.0
6164,2023-12-25,Laptop,16,19,West,Retail,11488,0.0,304.0
6165,2023-11-01,Charger,11,29,East,Direct,11113,5.0,303.05
6166,2023-10-21,Headphones,6,19,South,Retail,11602,5.0,108.3
6167,2023-10-15,Smartphone,9,79,East,Retail,10454,0.0,711.0
6168,2023-04-01,Laptop,13,79,South,Direct,11771,10.0,924.3000000000001
6169,2023-08-22,Mouse,8,29,South,Retail,10711,0.0,232.0
6170,2023-10-24,Mouse,14,399,Central,Wholesale,10979,15.0,4748.099999999999
6171,2023-07-04,Speaker,1,199,South,Wholesale,11355,10.0,179.1
6172,2023-01-19,Monitor,17,199,Central,Wholesale,10738,5.0,3213.85
6173,2023-02-17,Headphones,5,699,West,Online,10976,10.0,3145.5
6174,2023-06-03,Headphones,2,99,South,Online,11371,15.0,168.29999999999998
6175,2023-06-15,Keyboard,9,399,Central,Direct,10232,0.0,3591.0
6176,2023-07-08,Mouse,4,399,South,Retail,11801,0.0,1596.0
6177,2023-07-14,Webcam,17,399,South,Wholesale,11621,15.0,5765.55
6178,2023-02-04,Laptop,17,15,Central,Retail,11023,0.0,255.0
6179,2023-08-07,Speaker,18,699,North,Direct,10101,0.0,12582.0
6180,2023-10-09,Mouse,16,99,South,Wholesale,10952,5.0,1504.8
6181,2023-02-03,Laptop,8,19,North,Online,10480,15.0,129.2
6182,2023-05-30,Monitor,11,15,Central,Online,11237,10.0,148.5
6183,2023-08-30,Smartphone,18,399,West,Direct,10107,15.0,6104.7
6184,2023-03-10,Monitor,10,99,North,Online,11188,5.0,940.5
6185,2023-03-04,Keyboard,13,99,West,Direct,10972,0.0,1287.0
6186,2023-12-22,Monitor,17,79,South,Online,11626,5.0,1275.85
6187,2023-05-21,Keyboard,18,199,Central,Direct,10703,10.0,3223.8
6188,2023-06-18,Mouse,10,49,South,Online,10334,0.0,490.0
6189,2023-09-27,Headphones,16,699,South,Retail,10085,0.0,11184.0
6190,2023-07-31,Keyboard,5,399,Central,Direct,10733,0.0,1995.0
6191,2023-09-26,Laptop,13,79,Central,Direct,10874,5.0,975.65
6192,2023-04-18,Tablet,18,699,North,Direct,11447,,10694.699999999999
6193,2023-12-23,Laptop,17,299,Central,Retail,11636,10.0,4574.7
6194,2023-04-18,Laptop,9,399,Central,Online,11761,20.0,2872.8
6195,2023-11-10,Laptop,14,15,South,Online,10363,0.0,210.0
6196,2023-01-30,Keyboard,17,79,South,Retail,10059,15.0,1141.55
6197,2023-02-25,Headphones,4,15,South,Online,11505,15.0,51.0
6198,2023-10-20,Monitor,18,79,North,Retail,11273,0.0,1422.0
6199,2023-11-19,Webcam,15,399,North,Online,10559,20.0,4788.0
6200,2023-09-28,Monitor,11,299,North,Direct,10116,0.0,3289.0
6201,2023-02-14,Charger,12,19,North,Online,11762,15.0,193.79999999999998
6202,2023-09-05,Smartphone,9,29,South,Retail,10873,15.0,221.85
6203,2023-12-19,Mouse,13,79,South,Direct,10914,10.0,924.3000000000001
6204,2023-11-06,Tablet,15,19,South,Retail,10967,5.0,270.75
6205,2023-12-28,Monitor,15,19,North,Wholesale,10998,0.0,285.0
6206,2023-05-28,Webcam,5,399,North,Wholesale,11568,5.0,1895.25
6207,2023-08-07,Keyboard,19,79,North,Wholesale,10043,0.0,1501.0
6208,2023-11-08,Keyboard,14,299,Central,Retail,10508,10.0,3767.4
6209,2023-06-12,Monitor,17,79,West,Wholesale,11188,10.0,1208.7
6210,2023-05-13,Smartphone,18,19,West,Direct,11391,15.0,290.7
6211,2023-09-27,Smartphone,3,29,West,Retail,11880,0.0,87.0
6212,2023-10-22,Laptop,2,29,West,Wholesale,11315,15.0,49.3
6213,2023-11-16,Speaker,1,699,North,Wholesale,10848,15.0,594.15
6214,2023-07-01,Tablet,10,29,North,Direct,11879,10.0,261.0
6215,2023-03-08,Keyboard,19,699,North,Online,10916,0.0,13281.0
6216,2023-11-11,Keyboard,17,399,Central,Online,10897,0.0,6783.0
6217,2023-10-16,Keyboard,12,399,Central,Retail,10798,0.0,4788.0
6218,2023-09-12,Charger,1,19,Central,Online,10875,10.0,17.1
6219,2023-09-24,Speaker,12,199,West,Wholesale,11760,10.0,2149.2000000000003
6220,2023-11-20,Charger,17,15,West,Retail,10285,20.0,204.0
6221,2023-09-12,Keyboard,3,399,North,Wholesale,11227,0.0,1197.0
6222,2023-09-10,Headphones,11,699,North,Retail,10683,0.0,7689.0
6223,2023-04-03,Monitor,17,49,Central,Wholesale,11547,10.0,749.7
6224,2023-11-09,Headphones,3,29,North,Retail,10818,15.0,73.95
6225,2023-04-30,Charger,8,199,East,Direct,10120,15.0,1353.2
6226,2023-12-29,Mouse,4,699,South,Online,10944,15.0,2376.6
6227,2023-05-29,Smartphone,7,29,East,Online,11779,5.0,192.85
6228,2023-04-10,Smartphone,14,19,West,Retail,11687,10.0,239.4
6229,2023-01-01,Tablet,14,79,North,Retail,11687,15.0,940.1
6230,2023-03-02,Charger,4,299,East,Direct,11017,5.0,1136.2
6231,2023-01-13,Smartphone,16,19,North,Wholesale,11211,0.0,304.0
6232,2023-08-27,Laptop,1,19,South,Retail,10906,0.0,19.0
6233,2023-11-17,Charger,17,15,Central,Online,10012,0.0,255.0
6234,2023-03-02,Headphones,10,399,East,Retail,10602,10.0,3591.0
6235,2023-04-17,Headphones,16,29,East,Wholesale,10199,0.0,464.0
6236,2023-11-12,Webcam,16,199,South,Direct,10585,0.0,3184.0
6237,2023-08-01,Smartphone,8,49,North,Direct,11791,0.0,392.0
6238,2023-07-31,Smartphone,7,99,Central,Online,11479,5.0,658.35
6239,2023-01-24,Speaker,6,199,Central,Retail,10447,0.0,1194.0
6240,2023-06-20,Charger,16,99,North,Direct,11811,10.0,1425.6000000000001
6241,2023-06-29,Keyboard,16,299,West,Direct,11863,0.0,4784.0
6242,2023-10-14,Monitor,7,79,East,Online,10840,0.0,553.0
6243,2023-11-23,Webcam,9,29,West,Retail,11094,5.0,247.95
6244,2023-04-19,Headphones,14,399,Central,Wholesale,10589,0.0,5586.0
6245,2023-01-06,Speaker,11,299,South,Retail,11819,0.0,3289.0
6246,2023-11-24,Tablet,14,49,South,Direct,11153,0.0,686.0
6247,2023-04-14,Laptop,7,199,East,Wholesale,10888,15.0,1184.05
6248,2023-12-20,Tablet,1,199,East,Retail,10042,10.0,179.1
6249,2023-05-25,Headphones,13,79,West,Wholesale,10519,0.0,1027.0
6250,2023-05-11,Mouse,3,15,Central,Online,11036,0.0,45.0
6251,2023-02-04,Speaker,4,29,East,Wholesale,10724,20.0,92.80000000000001
6252,2023-06-07,Monitor,11,299,North,Wholesale,10622,10.0,2960.1
6253,2023-06-03,Speaker,2,199,North,Retail,10987,5.0,378.09999999999997
6254,2023-09-17,Keyboard,14,79,North,Direct,10802,10.0,995.4
6255,2023-10-09,Keyboard,12,699,South,Wholesale,10534,10.0,7549.2
6256,2023-06-15,Webcam,17,29,North,Online,10301,10.0,443.7
6257,2023-01-04,Smartphone,12,99,West,Direct,11789,5.0,1128.6
6258,2023-02-28,Mouse,12,299,West,Wholesale,10526,5.0,3408.6
6259,2023-12-18,Smartphone,1,399,South,Wholesale,11665,0.0,399.0
6260,2023-06-20,Webcam,13,19,North,Online,11596,15.0,209.95
6261,2023-06-24,Mouse,14,299,East,Retail,11138,10.0,3767.4
6262,2023-07-22,Speaker,2,19,East,Direct,10459,0.0,38.0
6263,2023-10-19,Speaker,12,299,East,Wholesale,10831,,3049.7999999999997
6264,2023-11-12,Laptop,16,199,Central,Retail,10504,15.0,2706.4
6265,2023-01-15,Tablet,4,15,West,Online,11331,20.0,48.0
6266,2023-03-31,Charger,8,49,West,Wholesale,10931,15.0,333.2
6267,2023-04-10,Monitor,2,79,North,Direct,11986,20.0,126.4
6268,2023-06-19,Tablet,10,15,East,Direct,10324,0.0,150.0
6269,2023-06-23,Monitor,9,15,North,Retail,10578,15.0,114.75
6270,2023-12-11,Laptop,15,299,North,Wholesale,10760,15.0,3812.25
6271,2023-09-03,Charger,13,199,West,Wholesale,11198,0.0,2587.0
6272,2023-08-31,Laptop,17,15,West,Direct,10850,0.0,255.0
6273,2023-01-19,Headphones,16,29,West,Direct,11537,20.0,371.20000000000005
6274,2023-11-27,Mouse,2,29,West,Retail,11195,0.0,58.0
6275,2023-03-11,Webcam,14,99,East,Retail,10959,15.0,1178.1
6276,2023-09-04,Speaker,3,15,North,Retail,10501,0.0,45.0
6277,2023-03-21,Speaker,12,15,North,Retail,10333,0.0,180.0
6278,2023-11-18,Smartphone,8,29,North,Direct,10283,5.0,220.39999999999998
6279,2023-08-24,Tablet,2,399,West,Online,10474,0.0,798.0
6280,2023-10-02,Webcam,4,29,East,Direct,11077,10.0,104.4
6281,2023-06-21,Speaker,14,199,East,Direct,11481,5.0,2646.7
6282,2023-08-25,Mouse,16,99,North,Direct,11602,0.0,1584.0
6283,2023-07-31,Speaker,19,49,North,Direct,11443,0.0,931.0
6284,2023-01-29,Mouse,2,79,South,Wholesale,11637,0.0,158.0
6285,2023-09-24,Mouse,12,199,East,Online,10631,0.0,2388.0
6286,2023-06-03,Charger,14,199,North,Retail,10702,10.0,2507.4
6287,2023-10-17,Monitor,6,699,West,Wholesale,10408,5.0,3984.2999999999997
6288,2023-12-14,Headphones,13,79,Central,Wholesale,10981,0.0,1027.0
6289,2023-06-11,Tablet,4,699,East,Direct,11327,5.0,2656.2
6290,2023-10-12,Laptop,18,29,North,Retail,11958,0.0,522.0
6291,2023-10-02,Tablet,12,99,West,Retail,10558,0.0,1188.0
6292,2023-01-10,Charger,19,699,Central,Online,10221,0.0,13281.0
6293,2023-04-17,Headphones,8,299,Central,Wholesale,11556,15.0,2033.2
6294,2023-10-23,Charger,7,399,East,Retail,10157,15.0,2374.0499999999997
6295,2023-12-17,Laptop,16,699,Central,Direct,10347,15.0,9506.4
6296,2023-06-19,Speaker,19,49,West,Retail,11182,0.0,931.0
6297,2023-07-01,Webcam,6,699,North,Retail,10888,0.0,4194.0
6298,2023-02-03,Speaker,11,399,Central,Direct,11907,5.0,4169.55
6299,2023-03-18,Speaker,5,29,Central,Retail,10921,10.0,130.5
6300,2023-05-24,Monitor,16,699,North,Online,11258,20.0,8947.2
6301,2023-01-16,Monitor,7,399,East,Direct,10661,0.0,2793.0
6302,2023-06-23,Headphones,5,19,Central,Direct,10404,0.0,95.0
6303,2023-07-12,Monitor,11,49,South,Direct,11280,10.0,485.1
6304,2023-11-17,Monitor,15,699,West,Online,10676,15.0,8912.25
6305,2023-10-01,Speaker,3,699,West,Direct,10588,15.0,1782.45
6306,2023-03-26,Smartphone,5,299,Central,Direct,11620,10.0,1345.5
6307,2023-10-20,Tablet,5,299,South,Retail,10557,20.0,1196.0
6308,2023-11-07,Headphones,9,29,East,Retail,10904,5.0,247.95
6309,2023-07-19,Laptop,15,19,Central,Wholesale,11936,15.0,242.25
6310,2023-04-06,Speaker,3,699,South,Direct,11070,20.0,1677.6000000000001
6311,2023-11-01,Headphones,6,399,West,Retail,11236,15.0,2034.8999999999999
6312,2023-03-01,Monitor,17,19,Central,Retail,10478,0.0,323.0
6313,2023-06-07,Laptop,8,79,Central,Retail,10486,0.0,632.0
6314,2023-12-28,Tablet,11,29,Central,Wholesale,11594,5.0,303.05
6315,2023-06-11,Monitor,6,699,Central,Direct,10565,5.0,3984.2999999999997
6316,2023-12-30,Tablet,8,19,West,Direct,11365,15.0,129.2
6317,2023-01-17,Monitor,10,699,South,Direct,10523,0.0,6990.0
6318,2023-05-20,Laptop,3,299,West,Direct,10703,0.0,897.0
6319,2023-07-31,Headphones,14,399,Central,Direct,11526,10.0,5027.400000000001
6320,2023-02-14,Headphones,14,49,West,Retail,11029,0.0,686.0
6321,2023-09-12,Speaker,10,699,North,Wholesale,10820,0.0,6990.0
6322,2023-05-02,Smartphone,12,399,Central,Direct,11167,0.0,4788.0
6323,2023-07-10,Laptop,6,699,South,Online,10857,10.0,3774.6
6324,2023-08-20,Keyboard,12,699,Central,Wholesale,11284,0.0,8388.0
6325,2023-06-04,Charger,14,299,West,Online,10584,15.0,3558.1
6326,2023-04-21,Keyboard,2,15,Central,Retail,10685,5.0,28.5
6327,2023-09-26,Keyboard,9,49,Central,Wholesale,10231,15.0,374.84999999999997
6328,2023-06-04,Smartphone,10,49,Central,Retail,10269,5.0,465.5
6329,2023-03-31,Speaker,17,299,Central,Online,10939,0.0,5083.0
6330,2023-02-27,Monitor,17,699,North,Wholesale,11470,0.0,11883.0
6331,2023-07-11,Tablet,3,15,West,Retail,10873,0.0,45.0
6332,2023-01-20,Mouse,19,29,Central,Online,11245,5.0,523.4499999999999
6333,2023-04-14,Charger,1,99,West,Wholesale,10051,0.0,99.0
6334,2023-02-17,Monitor,12,49,Central,Retail,10115,0.0,588.0
6335,2023-08-16,Keyboard,7,79,North,Retail,10537,5.0,525.35
6336,2023-09-17,Laptop,4,49,East,Online,11588,0.0,196.0
6337,2023-01-13,Laptop,10,79,North,Retail,11900,0.0,790.0
6338,2023-09-05,Keyboard,13,19,East,Retail,10540,10.0,222.3
6339,2023-09-14,Headphones,2,399,Central,Direct,11042,15.0,678.3
6340,2023-03-20,Monitor,10,79,West,Online,10814,0.0,790.0
6341,2023-04-08,Tablet,4,199,South,Online,11415,0.0,796.0
6342,2023-06-24,Monitor,18,19,East,Online,10790,20.0,273.6
6343,2023-09-05,Laptop,5,299,West,Online,11652,0.0,1495.0
6344,2023-09-26,Speaker,19,79,North,Wholesale,10617,20.0,1200.8
6345,2023-06-08,Charger,2,399,Central,Wholesale,10418,0.0,798.0
6346,2023-06-17,Smartphone,12,99,West,Online,10308,15.0,1009.8
6347,2023-03-15,Mouse,17,299,West,Direct,11762,0.0,5083.0
6348,2023-02-20,Monitor,10,699,North,Direct,10863,15.0,5941.5
6349,2023-09-22,Charger,2,399,Central,Retail,10185,0.0,798.0
6350,2023-12-13,Speaker,6,49,South,Online,10260,10.0,264.6
6351,2023-03-09,Headphones,8,199,South,Wholesale,11551,0.0,1592.0
6352,2023-04-16,Webcam,19,399,North,Retail,11296,0.0,7581.0
6353,2023-01-19,Headphones,11,99,North,Online,10159,10.0,980.1
6354,2023-08-24,Keyboard,12,19,South,Wholesale,10869,5.0,216.6
6355,2023-07-18,Monitor,9,49,West,Online,10761,15.0,374.84999999999997
6356,2024-01-01,Headphones,2,699,East,Retail,10223,5.0,1328.1
6357,2023-09-25,Charger,8,699,West,Wholesale,11279,15.0,4753.2
6358,2023-03-01,Mouse,11,49,Central,Online,10179,5.0,512.05
6359,2023-01-03,Tablet,4,399,Central,Online,10019,20.0,1276.8000000000002
6360,2023-06-09,Webcam,10,29,Central,Retail,11647,20.0,232.0
6361,2023-01-23,Headphones,16,49,South,Direct,10631,0.0,784.0
6362,2023-12-18,Mouse,8,399,West,Wholesale,11729,15.0,2713.2
6363,2023-11-01,Keyboard,4,15,North,Retail,11491,15.0,51.0
6364,2023-02-14,Tablet,10,19,East,Direct,11646,0.0,190.0
6365,2023-06-20,Webcam,12,199,North,Retail,11233,10.0,2149.2000000000003
6366,2023-08-28,Smartphone,14,19,Central,Online,11536,0.0,266.0
